"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4"
"25101","Gm35106",5.35,0,5.35,3.94,0,1.41,0,2.03
"25102","Gm35108",0,0,0,0,0,0,0,0
"25103","Gm3511",26.73,9.64,13.37,20.99,4.7,16.86,11.63,11.49
"25104","Gm35110",0,1.07,0,1.31,0,0,0,2.03
"25105","Gm3512",8.91,7.5,4.01,7.87,2.69,3.51,0,5.41
"25106","Gm3513",0,0,0,0,0,0,0,0
"25107","Gm35134",0,0,0,0,0,0,0,0
"25108","Gm35135",3.56,1.07,0,0,0,0,0,0
"25109","Gm35147",0,1.07,2.67,1.31,3.36,18.27,2.68,8.11
"25110","Gm35154",0,1.07,1.34,1.31,2.01,2.11,1.79,3.38
"25111","Gm35160",0,0,0,0,0,0,0,0
"25112","Gm35161",124.73,134.99,116.35,123.31,59.75,22.49,25.95,12.84
"25113","Gm35164",0,0,0,0,0,0,0,0
"25114","Gm35166",0,0,0,0,0,0,0,0
"25115","Gm35167",5.35,7.5,2.67,1.31,0,0.7,2.68,3.38
"25116","Gm35172",0,0,0,0,0,0.7,0,0.68
"25117","Gm35177",0,0,0,0,0,0,0,0
"25118","Gm35183",0,0,0,0,0,0,0,0
"25119","Gm35188",0,0,1.34,0,0,0,0,0
"25120","Gm35189",0,3.21,0,0,2.01,0,1.79,0.68
"25121","Gm3519",0,0,0,0,0,0,0,0
"25122","Gm35190",0,0,0,1.31,0,0,0.89,0
"25123","Gm35191",0,0,0,0,0,0,0,0
"25124","Gm35202",0,0,0,0,0,0,0,0
"25125","Gm35206",0,1.07,2.67,7.87,1.34,5.62,0,4.73
"25126","Gm35208",0,0,0,0,0,0,0,0
"25127","Gm35212",0,0,0,0,0,0,0,0
"25128","Gm35215",0,0,0,0,0,0,0,0
"25129","Gm35216",0,0,0,0,0,0,0,0
"25130","Gm35217",0,0,0,0,0,0,0,0
"25131","Gm35229",0,1.07,0,2.62,0.67,1.41,0,0
"25132","Gm3523",0,0,0,0,0,0,0,0
"25133","Gm35232",0,0,0,0,0,0,0,0
"25134","Gm35239",0,0,0,0,0,0,0,0
"25135","Gm35240",0,0,0,1.31,0,0,0,0
"25136","Gm35248",1.78,8.57,8.02,15.74,7.39,2.81,3.58,2.03
"25137","Gm35256",0,4.29,0,2.62,0.67,0,0.89,1.35
"25138","Gm3526",0,0,1.34,0,0,0,0,0
"25139","Gm35262",0,0,0,0,0,0,0,0
"25140","Gm3527",0,0,0,0,0,0,0,0
"25141","Gm35274",0,0,0,0,0,0,0,0
"25142","Gm35279",0,0,0,0,0,0,0,0
"25143","Gm35281",0,1.07,1.34,1.31,14.1,33.73,25.95,27.71
"25144","Gm35288",0,0,0,0,0,0,0,0
"25145","Gm35290",8.91,3.21,1.34,5.25,4.03,1.41,1.79,1.35
"25146","Gm35298",0,0,0,0,0,0,0,0
"25147","Gm35299",0,0,0,1.31,0,0,0,0
"25148","Gm35309",0,0,0,0,0,0,0,0
"25149","Gm3531",57.02,62.14,52.16,59.03,43.64,46.38,34.89,56.1
"25150","Gm35315",46.33,52.5,53.5,39.36,49.01,36.54,36.68,22.98
"25151","Gm3532",0,0,0,0,0,0,0,0
"25152","Gm35323",0,0,0,0,0,0,0,0
"25153","Gm35325",0,0,0,0,0,0,0,0
"25154","Gm35326",0,2.14,1.34,0,2.01,1.41,0,0
"25155","Gm35330",10.69,1.07,2.67,0,2.01,0,0,0.68
"25156","Gm35333",0,1.07,0,1.31,0,0,0,0
"25157","Gm35339",42.77,63.21,64.19,78.71,22.16,30.22,11.63,10.81
"25158","Gm3534",3.56,2.14,4.01,0,2.01,0.7,7.16,2.7
"25159","Gm35360",0,0,0,0,0,0.7,0,0
"25160","Gm35363",3.56,3.21,1.34,0,0,1.41,0,1.35
"25161","Gm35368",0,0,0,0,0,0,0,0
"25162","Gm35371",0,0,0,0,0,0,0,0
"25163","Gm35386",0,0,0,0,0,0,0,0
"25164","Gm35389",0,0,0,0,0,0,0,0
"25165","Gm35392",0,0,0,0,0,0,0,0
"25166","Gm35394",1.78,24.64,14.71,14.43,20.81,45.68,29.52,29.06
"25167","Gm35404",0,0,0,0,0,0,0,0
"25168","Gm35405",0,0,4.01,2.62,3.36,0,0,0
"25169","Gm35406",0,0,0,0,0,0,0,0
"25170","Gm35409",0,1.07,8.02,2.62,2.01,0.7,3.58,1.35
"25171","Gm35412",0,0,0,0,0,0,0,0
"25172","Gm35419",0,0,1.34,0,0,0,0,0
"25173","Gm3542",0,0,0,0,0,0,0,0
"25174","Gm3543",0,0,0,0,0,0,0,0
"25175","Gm35430",0,1.07,2.67,0,0.67,10.54,6.26,4.73
"25176","Gm35438",3.56,1.07,4.01,1.31,1.34,4.92,0,2.7
"25177","Gm35439",0,0,1.34,1.31,0,0,1.79,0
"25178","Gm3544",0,0,0,0,0,0,0,0
"25179","Gm35453",0,0,0,0,0,0,0,0
"25180","Gm35454",0,0,0,0,0,0,0,0
"25181","Gm35455",0,1.07,4.01,0,3.36,9.14,2.68,5.41
"25182","Gm35460",0,0,0,0,0,0,0,0
"25183","Gm3547",3.56,0,1.34,0,0,0,0,0
"25184","Gm3549",0,0,0,0,0.67,0,0,0
"25185","Gm35496",0,0,0,0,0,0,0,0
"25186","Gm3550",1.78,7.5,2.67,6.56,2.01,2.81,1.79,2.03
"25187","Gm35501",10.69,6.43,2.67,6.56,1.34,7.73,0,4.73
"25188","Gm35507",0,0,1.34,0,2.01,0,3.58,1.35
"25189","Gm3551",0,0,0,3.94,0.67,1.41,1.79,0
"25190","Gm35514",0,0,0,0,0,0,0,0
"25191","Gm35520",1.78,0,0,1.31,0,0,0,0
"25192","Gm35521",0,0,0,0,0,0,0,0
"25193","Gm35533",0,0,0,0,0,0,0,0
"25194","Gm35548",0,0,0,0,0,0,0,0
"25195","Gm35549",0,0,0,0,0,0,0,0
"25196","Gm3555",0,2.14,4.01,7.87,1.34,0.7,0,0.68
"25197","Gm35550",0,0,0,0,0,0,0,0
"25198","Gm35551",0,0,0,0,0,1.41,0.89,0
"25199","Gm35552",3.56,7.5,13.37,9.18,6.71,1.41,4.47,3.38
"25200","Gm35554",0,0,0,0,0,0,0,0
"25201","Gm35558",119.39,99.64,93.62,81.33,65.79,49.19,40.26,36.5
"25202","Gm35569",26.73,16.07,21.4,15.74,7.39,9.84,5.37,2.03
"25203","Gm35570",0,0,0,0,0,0.7,0,0
"25204","Gm35572",0,1.07,1.34,0,7.39,1.41,0,0.68
"25205","Gm35576",0,0,1.34,0,0.67,4.22,0,0
"25206","Gm3558",3.56,10.71,6.69,7.87,2.69,1.41,1.79,4.06
"25207","Gm35584",0,0,0,0,0,0,0,0
"25208","Gm35585",0,5.36,1.34,0,1.34,2.81,0,0.68
"25209","Gm35595",5.35,3.21,2.67,6.56,2.69,8.43,8.95,4.06
"25210","Gm35608",0,2.14,1.34,1.31,6.71,23.89,8.05,20.28
"25211","Gm35610",0,0,0,0,0,0,0,0
"25212","Gm35611",0,0,0,1.31,3.36,4.92,1.79,5.41
"25213","Gm35615",0,0,0,0,0,0,0,0
"25214","Gm35618",7.13,2.14,6.69,5.25,9.4,4.92,8.95,6.76
"25215","Gm35619",0,0,0,0,0,0,0.89,0
"25216","Gm35625",0,0,0,0,0,0,0,0
"25217","Gm35629",0,0,0,0,0,0,0,0
"25218","Gm3563",0,0,0,0,0,0,0,0
"25219","Gm35638",0,3.21,0,0,0,0.7,1.79,2.7
"25220","Gm35648",0,0,0,0,0,0,0,0
"25221","Gm3565",0,0,0,0,0,0,0,0
"25222","Gm35657",1.78,2.14,0,1.31,5.37,1.41,0.89,0
"25223","Gm35665",0,0,0,1.31,1.34,0,0,0
"25224","Gm35667",0,0,0,0,0,0,0,0
"25225","Gm35670",0,0,0,0,0,0,0,0
"25226","Gm35692",1.78,0,0,0,0.67,0.7,0,0
"25227","Gm35696",3.56,2.14,2.67,0,0,0,0,2.03
"25228","Gm35702",0,0,0,0,0,0,0,0
"25229","Gm3571",5.35,2.14,4.01,7.87,5.37,11.24,1.79,5.41
"25230","Gm35713",0,0,0,0,0,0,0,0
"25231","Gm35715",0,0,0,0,0,2.11,0.89,0
"25232","Gm35721",0,0,0,0,2.69,2.11,1.79,4.73
"25233","Gm35722",3.56,1.07,0,3.94,0,2.11,0.89,2.7
"25234","Gm35725",5.35,3.21,4.01,3.94,13.43,10.54,6.26,14.87
"25235","Gm3573",0,0,0,0,0,0,0,0
"25236","Gm35732",0,0,0,0,0,0,0,0
"25237","Gm35733",0,0,0,0,0,0,0,0
"25238","Gm35736",0,0,0,0,0,0,0,0
"25239","Gm35755",0,0,0,0,1.34,0,0,0.68
"25240","Gm35766",0,0,0,0,0,0,0,0
"25241","Gm35769",0,0,0,3.94,0,0.7,0,0.68
"25242","Gm35772",0,0,0,0,0,0,0,0
"25243","Gm35781",0,0,0,1.31,0,0,0,0
"25244","Gm35801",0,0,0,0,0,0,0,0
"25245","Gm35808",0,0,0,0,0,0,0,0
"25246","Gm35818",0,0,0,0,0,0,0,0
"25247","Gm35822",0,0,0,0,0,0,0,0
"25248","Gm35823",51.68,19.28,20.06,35.42,34.91,41.46,59.94,22.3
"25249","Gm35835",24.95,39.64,36.11,31.48,10.07,39.35,13.42,18.25
"25250","Gm3584",0,0,0,0,0,0,0,0
"25251","Gm35842",0,1.07,0,0,0,0,0,0
"25252","Gm35843",0,0,0,0,0,0,0,0
"25253","Gm3585",0,0,0,0,0,0,0,0
"25254","Gm35850",0,2.14,0,1.31,1.34,3.51,1.79,0.68
"25255","Gm35853",90.88,70.71,40.12,78.71,35.58,2.11,8.95,0.68
"25256","Gm35857",35.64,30,49.48,64.28,12.08,30.92,17,12.84
"25257","Gm35865",0,0,0,0,0,0,0,0
"25258","Gm35867",0,1.07,0,1.31,0,0,0.89,0.68
"25259","Gm3587",0,1.07,0,0,1.34,0.7,0,2.03
"25260","Gm35876",0,0,0,0,0.67,0,0.89,0
"25261","Gm35883",0,0,0,0,0,0,0,0
"25262","Gm35890",0,0,0,0,0,0,0,0
"25263","Gm35909",0,1.07,4.01,0,0,2.81,0,0
"25264","Gm35912",0,0,0,0,0,0,0,0
"25265","Gm35920",0,0,0,0,0,0,0,0
"25266","Gm35931",0,0,0,0,0,0,0,0
"25267","Gm35933",0,0,0,0,0,0,0,0
"25268","Gm35934",0,1.07,0,0,0,0,0.89,0
"25269","Gm3594",0,0,0,0,0,0,0,0
"25270","Gm35940",0,0,0,0,2.01,0,2.68,0.68
"25271","Gm35955",0,0,0,0,0,0,0,0
"25272","Gm35960",0,0,0,0,0,0,0,0
"25273","Gm35963",0,4.29,0,0,0,0.7,0,0
"25274","Gm35974",0,0,0,0,0,0,0,0
"25275","Gm35986",5.35,0,0,0,0,0,0,0
"25276","Gm35996",0,0,1.34,0,0,0,0.89,2.03
"25277","Gm35998",0,0,0,0,0,0,0,0
"25278","Gm36001",5.35,7.5,4.01,6.56,10.74,8.43,7.16,13.52
"25279","Gm36002",0,0,0,0,0,0,0,0
"25280","Gm36011",0,0,0,0,0,0,0,0
"25281","Gm36017",0,0,0,0,0,0,0,0
"25282","Gm36026",0,0,0,0,0,0,0,0.68
"25283","Gm36028",3.56,2.14,1.34,2.62,5.37,1.41,1.79,1.35
"25284","Gm36033",0,0,0,0,0,0,0,0
"25285","Gm36037",1.78,1.07,0,2.62,2.01,4.92,3.58,5.41
"25286","Gm3604",44.55,51.43,62.86,27.55,29.54,22.49,20.58,24.33
"25287","Gm36041",0,0,0,0,0.67,0,0,0
"25288","Gm36043",0,0,5.35,0,1.34,0.7,0.89,0
"25289","Gm36047",0,0,0,0,0,0,0,0
"25290","Gm3605",0,0,0,0,0,0,0,0
"25291","Gm36065",0,0,0,0,0,0,0,0
"25292","Gm36070",8.91,7.5,6.69,7.87,4.7,4.22,2.68,3.38
"25293","Gm36074",0,0,0,0,0,0,0,0
"25294","Gm36079",0,0,0,0,0,0,0,0
"25295","Gm36092",0,0,0,0,0,0,0,0
"25296","Gm36099",0,0,0,0,0,0,0,0
"25297","Gm36101",0,0,0,0,0.67,7.03,0.89,2.03
"25298","Gm36107",0,0,0,0,0,0,0,0
"25299","Gm3611",0,0,0,0,0,0,0,0
"25300","Gm36120",0,1.07,1.34,0,5.37,4.92,4.47,3.38
"25301","Gm36128",0,0,0,0,0,0.7,0,0
"25302","Gm36146",0,0,0,0,0.67,0,0,0
"25303","Gm36147",0,0,0,0,0,0,0,0
"25304","Gm36159",0,0,0,0,0,2.11,2.68,1.35
"25305","Gm3616",0,0,0,0,0,0,0,0
"25306","Gm36161",0,0,0,0,0.67,1.41,0,1.35
"25307","Gm36169",0,0,0,1.31,0,0,0,0
"25308","Gm3617",0,2.14,6.69,0,0.67,0.7,0,0.68
"25309","Gm36172",0,0,0,0,0,0.7,0,0
"25310","Gm36173",0,0,0,0,0,0,0,0
"25311","Gm36176",0,0,0,0,0,0,0,0
"25312","Gm3618",0,0,0,0,0,0,0,0
"25313","Gm36186",0,0,0,0,0,0,0,0
"25314","Gm36189",3.56,2.14,0,2.62,0.67,0,0.89,0
"25315","Gm3619",0,0,0,0,0,1.41,2.68,0
"25316","Gm36198",8.91,1.07,0,0,0.67,2.81,0,1.35
"25317","Gm36199",0,0,0,0,0.67,1.41,0,0
"25318","Gm36200",1.78,0,2.67,0,0,0,0,0.68
"25319","Gm36201",0,0,0,0,0,0,0,0
"25320","Gm36208",0,0,2.67,1.31,1.34,0,0,0
"25321","Gm3621",0,0,0,0,0,0,0,0
"25322","Gm36210",5.35,4.29,4.01,2.62,0,1.41,7.16,7.43
"25323","Gm36211",0,0,0,0,0,0,0,0
"25324","Gm36229",0,0,2.67,5.25,0,1.41,0,0
"25325","Gm3623",0,0,0,0,0,0,0,0
"25326","Gm36231",0,0,0,0,0,0,0,0
"25327","Gm36235",0,0,0,0,0,0,0,0
"25328","Gm36236",5.35,13.93,8.02,7.87,2.69,3.51,5.37,8.11
"25329","Gm36241",5.35,1.07,0,0,0.67,1.41,0.89,3.38
"25330","Gm36243",0,0,0,0,0,0,0,0
"25331","Gm36245",0,0,0,0,0,0,0,0
"25332","Gm36246",0,0,0,0,0,0,0,0
"25333","Gm36247",0,0,0,0,0,0,0,0
"25334","Gm36251",292.23,284.98,151.12,178.41,100.71,9.14,16.1,6.76
"25335","Gm36252",0,0,0,0,0,0,0,0
"25336","Gm36259",0,0,0,0,0,0,0,0
"25337","Gm36261",0,0,0,0,0,0,0,0
"25338","Gm36262",0,0,1.34,0,0,1.41,0,0
"25339","Gm36264",0,0,0,0,0,0,0,0
"25340","Gm36266",17.82,6.43,10.7,10.49,4.03,6.32,6.26,2.03
"25341","Gm36278",1.78,0,0,0,0,1.41,0,2.03
"25342","Gm36279",0,4.29,5.35,9.18,2.01,0.7,0.89,2.7
"25343","Gm36283",12.47,11.78,14.71,13.12,6.04,4.92,4.47,3.38
"25344","Gm36287",7.13,0,4.01,2.62,0.67,2.11,0.89,0
"25345","Gm3629",1.78,0,0,0,0.67,0,0.89,0
"25346","Gm36298",51.68,53.57,57.51,49.85,34.91,40.76,24.16,30.41
"25347","Gm36307",0,0,0,0,0,0,0,0.68
"25348","Gm3631",0,0,0,0,0,0,0,0
"25349","Gm36315",0,2.14,0,1.31,0.67,0,0,0
"25350","Gm36325",3.56,5.36,4.01,5.25,15.44,11.95,10.74,8.79
"25351","Gm36328",0,0,0,0,0,0,0,0
"25352","Gm36329",0,0,0,0,0,0,0,0
"25353","Gm3633",0,0,0,0,0,0,0,0
"25354","Gm36330",0,0,0,0,0,0,0,0
"25355","Gm36339",0,0,0,0,0,0,0,0
"25356","Gm36345",0,0,0,0,0,0,0,0
"25357","Gm36346",5.35,7.5,6.69,9.18,0,10.54,2.68,14.19
"25358","Gm3635",0,0,0,0,0,0.7,0.89,0
"25359","Gm36355",0,0,2.67,3.94,0.67,0,0,0.68
"25360","Gm36356",3.56,4.29,2.67,5.25,7.39,3.51,4.47,3.38
"25361","Gm3636",35.64,38.57,25.41,38.04,18.8,30.92,17.89,22.98
"25362","Gm36363",0,0,0,0,0,0,0,0
"25363","Gm36367",0,0,0,2.62,0,0,0,1.35
"25364","Gm36368",0,0,0,0,0,0,0,0
"25365","Gm3637",0,0,0,0,0,0,0,0
"25366","Gm36371",33.86,27.86,38.78,31.48,30.88,44.27,21.47,33.79
"25367","Gm36372",3.56,1.07,0,0,0,2.11,0,2.7
"25368","Gm36377",0,0,0,0,0,0,0,0
"25369","Gm36378",3.56,1.07,4.01,1.31,0.67,1.41,0,0
"25370","Gm36380",0,0,0,0,0,0,0,0
"25371","Gm36382",0,0,0,0,0,0,0,0
"25372","Gm36388",1.78,6.43,6.69,6.56,4.03,3.51,8.95,4.73
"25373","Gm36398",0,0,0,0,0,0,0,0
"25374","Gm364",0,0,0,0,0,0,0,0
"25375","Gm36401",0,5.36,2.67,0,7.39,0.7,0.89,3.38
"25376","Gm36406",0,0,0,0,0,0,0,0
"25377","Gm36419",0,0,0,0,0,0,0,0.68
"25378","Gm3642",0,0,0,0,0,0,0,0
"25379","Gm36423",0,4.29,0,2.62,2.01,0.7,0.89,0
"25380","Gm36426",0,0,0,0,0,0,0,0
"25381","Gm36431",0,0,0,0,0,0,0.89,0
"25382","Gm36435",0,0,0,0,0,0,0,0
"25383","Gm36445",26.73,25.71,8.02,7.87,15.44,18.97,9.84,10.14
"25384","Gm36447",8.91,4.29,0,7.87,20.14,21.78,6.26,6.76
"25385","Gm36448",0,0,0,0,0,0,0,0.68
"25386","Gm3646",3.56,4.29,0,10.49,2.01,0,1.79,0
"25387","Gm36467",0,0,0,0,0,0,0,0
"25388","Gm36468",0,0,0,0,0,0,0,0
"25389","Gm36480",0,2.14,1.34,0,0.67,0,0,1.35
"25390","Gm36485",0,0,0,1.31,0,0,0,0
"25391","Gm36486",3.56,0,0,1.31,0,0,0,0
"25392","Gm36487",0,0,0,0,0,0,0,0
"25393","Gm36495",3.56,8.57,9.36,11.81,4.7,4.92,2.68,5.41
"25394","Gm3650",0,0,0,0,0,0,0,0
"25395","Gm36500",0,7.5,5.35,2.62,1.34,2.81,0,1.35
"25396","Gm36501",0,1.07,0,1.31,0,0.7,0,1.35
"25397","Gm36503",0,1.07,0,0,2.01,0,1.79,0.68
"25398","Gm36520",0,0,0,0,0.67,0,0,0
"25399","Gm36525",0,0,0,0,0,0,0,0
"25400","Gm36527",3.56,1.07,0,0,1.34,0,0,0
"25401","Gm36529",57.02,85.71,53.5,64.28,29.54,36.54,24.16,30.41
"25402","Gm36535",0,0,0,0,0,0,0,0
"25403","Gm36536",0,0,0,1.31,0,0,0,0
"25404","Gm36539",1.78,1.07,0,0,0,0,0,3.38
"25405","Gm3654",0,0,0,0,0,0.7,0,0
"25406","Gm36543",5.35,10.71,4.01,1.31,2.69,0,1.79,1.35
"25407","Gm36546",0,0,0,0,0,2.81,0,0
"25408","Gm36548",0,0,0,0,0,0,0,0
"25409","Gm36550",0,0,0,0,2.69,1.41,0,1.35
"25410","Gm36551",0,0,0,0,2.01,0,0,0
"25411","Gm36560",21.38,13.93,22.74,22.3,14.77,9.14,11.63,14.19
"25412","Gm36569",1.78,0,1.34,3.94,1.34,0,0,0
"25413","Gm3657",0,0,0,0,0,0,0,0
"25414","Gm36584",0,4.29,1.34,7.87,0,0.7,0.89,0.68
"25415","Gm36594",0,0,0,0,0,0,0,0
"25416","Gm36595",0,1.07,0,0,0.67,0.7,1.79,2.03
"25417","Gm36602",0,0,0,0,0,0,0,0
"25418","Gm36607",0,1.07,0,0,0,0,0,0.68
"25419","Gm36608",19.6,21.43,10.7,11.81,6.04,4.22,9.84,3.38
"25420","Gm36617",0,0,0,0,0,0,0,0
"25421","Gm36618",0,0,0,0,0,0,0,0
"25422","Gm36627",0,0,0,0,0,0,0,0
"25423","Gm36633",0,0,0,0,0,0,0,0
"25424","Gm36634",0,0,1.34,0,0.67,5.62,1.79,1.35
"25425","Gm36635",0,0,0,0,1.34,0,2.68,0
"25426","Gm36638",0,1.07,2.67,1.31,0,2.11,0.89,0
"25427","Gm36640",0,2.14,0,3.94,2.01,1.41,0.89,0
"25428","Gm36642",0,0,1.34,0,0,0,0,0
"25429","Gm36644",0,0,0,0,0,0.7,0,0
"25430","Gm3665",0,0,0,0,0,0,0,0
"25431","Gm36660",14.26,0,1.34,1.31,2.69,4.92,7.16,2.03
"25432","Gm36667",0,0,0,0,0,0,0,0
"25433","Gm36669",0,0,0,0,0,0,0,0
"25434","Gm3667",42.77,26.78,32.1,34.11,9.4,14.76,11.63,6.76
"25435","Gm36670",0,0,0,0,0,0.7,0,0
"25436","Gm36677",0,0,0,1.31,1.34,2.81,0.89,1.35
"25437","Gm36684",0,0,0,0,0,0.7,0.89,0.68
"25438","Gm3669",0,0,0,0,0,0,0,0
"25439","Gm36693",0,0,0,0,0.67,1.41,0.89,1.35
"25440","Gm36694",0,0,0,0,0,0,0,0
"25441","Gm36696",0,0,0,0,0,2.11,0,0
"25442","Gm36704",0,0,0,0,0,0,0,0
"25443","Gm3671",8.91,1.07,1.34,2.62,5.37,2.11,5.37,4.06
"25444","Gm36718",0,0,0,0,0,0,0,0
"25445","Gm36719",0,0,0,0,0,0,0,0
"25446","Gm36723",0,4.29,0,2.62,2.69,0,2.68,1.35
"25447","Gm36728",0,0,0,0,0,0,0,0
"25448","Gm36736",1.78,3.21,8.02,10.49,2.69,4.22,2.68,1.35
"25449","Gm36737",3.56,0,6.69,1.31,38.27,73.08,63.52,52.04
"25450","Gm36738",14.26,7.5,9.36,1.31,8.06,7.73,7.16,4.73
"25451","Gm36742",7.13,9.64,8.02,6.56,6.04,5.62,1.79,1.35
"25452","Gm36745",0,2.14,1.34,1.31,1.34,0.7,0,0
"25453","Gm3675",0,0,0,0,0,0,0,0
"25454","Gm36752",0,0,0,0,0,0.7,0,0
"25455","Gm36756",0,0,0,0,0,0,0,0
"25456","Gm36757",0,1.07,0,3.94,6.04,0,4.47,0
"25457","Gm36758",0,0,1.34,1.31,0,0,0,0
"25458","Gm3676",0,0,0,0,0,0,0,0
"25459","Gm36776",0,0,0,0,0,0,0,0
"25460","Gm3678",0,0,0,0,0,0,0,0
"25461","Gm36782",0,0,0,0,0,0,0,0
"25462","Gm36787",8.91,8.57,4.01,3.94,5.37,3.51,0.89,1.35
"25463","Gm36793",0,0,0,0,0,0,0,0
"25464","Gm36796",0,0,0,0,0,0,0,0
"25465","Gm36799",0,0,0,0,0,0,0,0
"25466","Gm36804",0,0,0,0,0,0,0,0
"25467","Gm3681",0,0,0,0,0,0,0,0
"25468","Gm36814",0,0,0,0,1.34,0,0,0
"25469","Gm36816",0,0,0,0,0,0,0,0
"25470","Gm36823",14.26,10.71,14.71,22.3,21.48,14.76,9.84,8.79
"25471","Gm36827",0,1.07,0,0,2.01,0,0,0
"25472","Gm3683",0,0,0,0,0,0,0,0
"25473","Gm36831",0,0,0,0,0,0,0,0
"25474","Gm36839",30.29,21.43,16.05,14.43,13.43,19.68,17,14.87
"25475","Gm36840",0,0,0,3.94,0,0,0,0
"25476","Gm36843",0,0,0,0,0,0,0,0
"25477","Gm36849",0,0,0,0,0,0,0,0
"25478","Gm3685",0,0,0,0,0,0,0,0
"25479","Gm36855",8.91,3.21,4.01,5.25,10.07,12.65,7.16,5.41
"25480","Gm36858",0,0,1.34,0,0,0,0,0.68
"25481","Gm36860",0,0,0,0,0,0,0,0
"25482","Gm36862",0,0,0,0,0,0.7,0.89,0
"25483","Gm36864",0,0,0,0,0,0,0,0
"25484","Gm36866",0,0,0,0,0,0,0,0
"25485","Gm3687",0,0,0,0,0,0,0.89,0
"25486","Gm36879",0,0,0,0,0,4.92,0,1.35
"25487","Gm36888",0,0,0,0,0,0,0,0
"25488","Gm36891",0,0,0,0,0,0,0,0
"25489","Gm36899",17.82,20.36,25.41,14.43,5.37,4.92,0,2.03
"25490","Gm3690",0,0,0,0,0,0,0,0
"25491","Gm36903",0,0,0,1.31,1.34,2.81,1.79,0
"25492","Gm36908",21.38,9.64,22.74,23.61,18.13,41.46,22.37,27.04
"25493","Gm36913",0,5.36,9.36,1.31,0,0,0,0
"25494","Gm36927",0,0,0,0,0,0,0,0
"25495","Gm36928",0,0,0,0,0,0,0,0
"25496","Gm36929",0,0,0,0,0,0,0,0
"25497","Gm3693",270.85,238.91,310.27,261.06,89.96,92.05,91.26,88.54
"25498","Gm36930",0,0,0,0,0,0,0,0
"25499","Gm36931",3.56,1.07,4.01,7.87,0,0,0,0.68
"25500","Gm36932",0,0,0,0,0,0,0,0
"25501","Gm36933",0,0,0,0,0,0,0,0
"25502","Gm36934",0,0,0,0,0,0,0,0
"25503","Gm36935",0,0,0,0,0,0,0,0
"25504","Gm36936",33.86,32.14,52.16,43.29,21.48,26,5.37,6.76
"25505","Gm36937",0,3.21,2.67,0,0.67,0,0,2.03
"25506","Gm36938",0,0,0,0,0,0,0,0
"25507","Gm36939",0,0,0,0,0,0,0,0
"25508","Gm36940",0,0,0,0,0,0,0,0
"25509","Gm36941",0,0,0,0,0,0,0,0
"25510","Gm36943",0,0,0,0,0,0,0,0
"25511","Gm36944",0,0,0,0,0,0.7,1.79,0
"25512","Gm36945",0,0,0,0,0,0,0,0
"25513","Gm36946",0,0,0,0,0,0,0,0
"25514","Gm36947",0,0,2.67,0,0.67,0,0,0.68
"25515","Gm36948",5.35,4.29,0,2.62,5.37,7.73,0.89,2.03
"25516","Gm36949",0,0,0,0,0,0,0,0
"25517","Gm3695",1.78,7.5,5.35,5.25,2.01,3.51,3.58,4.06
"25518","Gm36950",0,0,0,0,0,0,0,0
"25519","Gm36951",0,0,0,0,0,0,0,0
"25520","Gm36952",0,1.07,0,0,1.34,0,0,0
"25521","Gm36953",0,0,0,0,0,0,0,0
"25522","Gm36954",0,0,0,0,0,0,0,0
"25523","Gm36955",0,0,0,0,0,0.7,0,0.68
"25524","Gm36956",0,0,0,0,0,0,0,0
"25525","Gm36957",0,0,0,0,0,0,0,0
"25526","Gm36958",0,0,0,0,0,0,0,0
"25527","Gm3696",65.93,33.21,46.81,28.86,12.76,10.54,9.84,15.55
"25528","Gm36960",0,0,0,0,0,0,0,0
"25529","Gm36961",0,0,0,0,0,0,0,0
"25530","Gm36962",0,0,0,0,0,0,0,0
"25531","Gm36963",0,1.07,6.69,2.62,0,0,0,1.35
"25532","Gm36964",0,3.21,1.34,1.31,1.34,0,0.89,0
"25533","Gm36965",0,0,0,0,0,0,0,0
"25534","Gm36966",0,0,0,0,0,0,0,0
"25535","Gm36967",0,0,0,1.31,0.67,0,0,0
"25536","Gm36968",0,0,0,0,0,0,0,0
"25537","Gm36969",0,0,0,0,0,0,0,0
"25538","Gm36970",0,0,0,0,0,0,0,0
"25539","Gm36971",0,0,0,0,0,0,0,0
"25540","Gm36972",0,0,0,2.62,0,0,0,0
"25541","Gm36973",0,0,0,0,0,0,0,0
"25542","Gm36974",0,0,0,0,0,0,0,0
"25543","Gm36975",0,0,0,0,0,0,0,0
"25544","Gm36976",0,0,0,0,0,0,0,0
"25545","Gm36978",0,0,0,0,0,0,0,0
"25546","Gm36979",0,0,0,0,0,0,0,0
"25547","Gm36980",0,0,0,0,0,0,0,0
"25548","Gm36981",0,0,0,0,0.67,0,0,0
"25549","Gm36982",0,0,0,0,0,0,0,0
"25550","Gm36983",0,0,0,0,0,0,0,0
"25551","Gm36984",0,0,0,0,0,0,0,0
"25552","Gm36985",0,0,0,0,0,0,0,0
"25553","Gm36986",0,0,0,0,0,0,0,0
"25554","Gm36987",0,0,0,0,0,0,0,0
"25555","Gm36988",0,2.14,0,0,1.34,0.7,0,0
