"","gene","CTX-M-CRE1","CTX-M-CRE2","CTX-M-CRE3","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"46103","Pfn3",4.13,3,2.15,0,0,0,2.19,1.6,-0.09,-2.43,0.16199,NA
"46104","Pfn4",213.26,320.2,301.97,388.56,326.58,377.9,299.54,318.3,0.22,0.32,0.10642,0.2772
"46105","Pfn5",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46106","Pfpl",0,2,0,0,0.9,2.23,0,0.7,0.01,0.32,0.90153,NA
"46107","Pga5",0,1,0,0,1.79,0,0,0.4,0.01,0.79,0.82513,NA
"46108","Pgam1",1377.11,1544.95,1635.78,1381.7,1313.48,1111.4,1246.45,1373,-0.22,-0.27,0.05841,0.18985
"46109","Pgam1-ps1",0.83,1,0.72,0,0.9,0,1.1,0.6,-0.01,-0.61,0.78161,NA
"46110","Pgam1-ps2",9.09,11.01,7.87,15,5.38,5.57,4.39,8.3,-0.06,-0.34,0.62826,0.78948
"46111","Pgam2",114.9,135.08,148.12,111.02,104.97,51.28,91.07,108.1,-0.32,-0.57,0.04227,0.15395
"46112","Pgam5",1357.28,1416.87,1553.49,1429.71,1510.86,1397.88,1401.16,1438.2,-0.01,-0.01,0.95009,0.97735
"46113","Pgap1",1039.03,651.4,532.38,594.09,695.32,783.66,621.03,702.4,-0.09,-0.14,0.54892,0.73224
"46114","Pgap2",316.59,315.19,267.62,348.05,307.73,297.64,334.66,312.5,0.08,0.1,0.52652,0.71657
"46115","Pgap3",127.3,111.07,156.71,112.52,168.67,128.2,171.17,139.4,0.09,0.14,0.54847,0.732
"46116","Pgbd1",29.76,20.01,63.69,67.51,40.37,60.2,48.28,47.1,0.18,0.49,0.22852,0.4452
"46117","Pgbd5",3208.03,1936.19,2878.72,2008.79,2109.28,1949.68,1964.04,2293.5,-0.31,-0.41,0.02165,0.0996
"46118","Pgc",0,1,0,0,0,0,1.1,0.3,0,0.19,0.95997,NA
"46119","Pgd",893.55,968.59,656.89,570.08,590.35,594.16,615.55,698.5,-0.39,-0.5,0.00301,0.02767
"46120","Pgf",57.86,46.03,47.23,66.01,52.93,60.2,63.64,56.3,0.14,0.26,0.34317,0.56668
"46121","Pgghg",103.32,169.1,82.29,88.51,113.05,92.52,134.96,112,-0.07,-0.13,0.6556,0.80771
"46122","Pggt1b",741.46,975.6,578.18,624.09,684.55,704.52,742.83,721.6,-0.1,-0.15,0.4377,0.64698
"46123","Pgk1",2272.32,2408.48,2899.48,2641.88,2296.79,2122.47,1966.24,2372.5,-0.13,-0.16,0.30008,0.52416
"46124","Pgk1-ps1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46125","Pgk1-ps3",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"46126","Pgk1-rs7",6.61,8,3.58,1.5,4.49,4.46,2.19,4.4,-0.1,-0.89,0.33103,NA
"46127","Pgk2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46128","Pgls",404.21,611.38,330.59,417.06,456.67,475.99,448.77,449.2,0,0.01,0.97705,0.99027
"46129","Pglyrp1",214.92,466.29,191.06,157.52,120.22,180.59,120.7,207.3,-0.58,-1.01,0.00124,0.0154
"46130","Pglyrp2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46131","Pglyrp3",1.65,0,0,0,0,0,0,0.2,-0.01,-1.41,0.7092,NA
"46132","Pglyrp4",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46133","Pgm1",1341.57,1793.1,1093.39,927.13,795.8,867.27,912.9,1104.5,-0.53,-0.69,2e-04,0.00439
"46134","Pgm2",158.71,153.09,158.86,163.52,209.04,166.1,219.45,175.5,0.19,0.28,0.15978,0.3577
"46135","Pgm2l1",14095.16,11241.9,11652.28,11908.72,13129.4,12516.31,12696.05,12462.8,0.02,0.03,0.83644,0.91738
"46136","Pgm3",223.18,218.13,272.63,226.53,219.81,219.6,167.88,221.1,-0.14,-0.19,0.31362,0.53731
"46137","Pgm5",94.23,114.07,57.25,93.01,72.67,72.46,104.24,86.8,-0.02,-0.05,0.87922,0.94099
"46138","Pgp",1682.13,2281.4,1915.57,1639.74,1498.3,1536.11,1509.79,1723.3,-0.28,-0.34,0.01912,0.0922
"46139","Pgpep1",557.13,501.31,301.25,273.04,303.25,351.14,419.14,386.6,-0.27,-0.43,0.0749,0.22165
"46140","Pgpep1l",4.96,2,7.16,16.5,8.07,7.8,4.39,7.3,0.14,0.91,0.24669,NA
"46141","Pgr",490.17,431.26,717,495.07,543.69,575.21,614.45,552.4,0.02,0.03,0.8906,0.94725
"46142","Pgr15l",1.65,3,1.43,0,0,4.46,5.49,2.3,0.02,0.32,0.82472,NA
"46143","Pgrmc1",4451.24,3807.34,5244.39,7303.05,6584.44,6391.92,4932.05,5530.6,0.37,0.49,0.00571,0.04235
"46144","Pgrmc2",1393.65,1452.89,1126.3,1017.15,888.21,919.66,905.22,1100.4,-0.42,-0.51,0.00057,0.00909
"46145","Pgs1",1183.69,1445.89,1520.58,1368.2,1391.53,1302.02,1468.09,1382.9,0,0,0.99475,0.99687
"46146","Phactr1",13279.31,18526.37,14518.84,16544.39,15881.06,17916.11,16748.13,16202,0.09,0.12,0.42335,0.63583
"46147","Phactr2",347.17,434.27,442.22,253.54,325.68,340,387.32,361.5,-0.23,-0.32,0.09669,0.26018
"46148","Phactr3",3730.44,4969.05,3992.15,5616.81,5281.72,5453.31,5440.07,4926.2,0.3,0.37,0.00896,0.05669
"46149","Phactr4",352.96,348.21,204.65,171.02,224.3,226.29,260.04,255.4,-0.28,-0.45,0.06028,0.19348
"46150","Phax",757.16,815.5,748.48,532.58,554.46,529.5,545.32,640.4,-0.44,-0.52,7e-05,0.00208
"46151","Phb",1043.99,1154.71,890.16,1125.16,901.67,925.23,903.02,992,-0.07,-0.1,0.54267,0.72835
"46152","Phb2",1398.61,1547.95,1598.58,1869.27,1767.45,1533.88,1451.64,1595.3,0.1,0.13,0.3815,0.59925
"46153","Phc1",1127.48,1375.84,973.17,1278.18,1359.23,1326.54,1431.89,1267.5,0.17,0.22,0.15542,0.35157
"46154","Phc2",1559.79,1708.05,1238.65,1041.15,1239.01,1241.82,1266.2,1327.8,-0.25,-0.33,0.04096,0.15073
"46155","Phc3",1441.59,1078.66,1000.36,973.64,1077.52,1187.2,1134.54,1127.6,-0.08,-0.1,0.54755,0.73143
"46156","Pheta1",241.37,255.16,187.48,201.03,222.5,276.46,204.08,226.9,-0.01,-0.01,0.96701,0.98545
"46157","Pheta2",12.4,23.01,15.03,9,12.56,27.87,26.33,18,0.05,0.19,0.72305,0.84999
"46158","Phex",5.79,5,14.31,9,4.49,6.69,9.88,7.9,-0.03,-0.19,0.79023,NA
"46159","Phf1",238.06,258.16,268.34,226.53,279.92,278.69,269.92,259.9,0.04,0.05,0.75264,0.86795
"46160","Phf10",1157.24,1168.72,1124.87,1162.67,1272.21,1287.53,1318.87,1213.2,0.11,0.13,0.27565,0.49807
"46161","Phf11",0,0,0,1.5,0,0,0,0.2,0.01,1.15,0.76253,NA
"46162","Phf11a",0.83,0,0,0,0,0,0,0.1,0,-0.53,0.88961,NA
"46163","Phf11b",1.65,3,1.43,0,3.59,2.23,2.19,2,0,0.06,0.96295,NA
"46164","Phf11c",8.27,1,6.44,12,6.28,11.15,6.58,7.4,0.11,0.74,0.34533,NA
"46165","Phf11d",4.13,0,9.3,0,5.38,4.46,7.68,4.4,0,-0.03,0.97938,NA
"46166","Phf12",731.54,585.36,543.83,571.58,588.55,595.27,662.73,611.3,-0.03,-0.04,0.82051,0.90858
"46167","Phf13",367.01,324.2,241.15,187.53,258.39,225.18,179.95,254.8,-0.37,-0.54,0.01238,0.06994
"46168","Phf14",1291.15,1126.69,1324.51,1453.71,1527.01,1459.2,1369.34,1364.5,0.18,0.22,0.08961,0.2484
"46169","Phf19",22.32,24.01,18.6,15,13.46,31.21,35.11,22.8,0.04,0.14,0.77068,0.87976
"46170","Phf2",1286.19,1156.71,840.79,828.12,960.88,996.58,976.54,1006.5,-0.16,-0.22,0.21797,0.43241
"46171","Phf20",1649.06,1188.73,1416.82,975.14,1103.54,1038.94,1024.81,1199.6,-0.36,-0.45,0.00304,0.02786
"46172","Phf20-ps",4.13,3,3.58,3,0.9,1.11,2.19,2.6,-0.08,-1.04,0.36783,NA
"46173","Phf20l1",1201.05,825.51,1428.27,1609.73,1613.14,1655.39,1677.67,1430.1,0.38,0.51,0.00631,0.04531
"46174","Phf21a",962.99,783.48,693.38,811.62,845.15,889.56,917.28,843.4,0.07,0.09,0.5634,0.74122
"46175","Phf21b",138.04,147.09,158.86,300.04,211.74,237.44,267.72,208.7,0.59,0.77,7e-05,0.00208
"46176","Phf23",777.83,1055.65,729.16,579.08,604.7,648.78,604.57,714.3,-0.38,-0.49,0.0042,0.03461
"46177","Phf24",4834.78,4837.97,7934.2,7015.01,7143.38,6979.39,7488.6,6604.8,0.2,0.29,0.13085,0.31562
"46178","Phf2os1",14.88,7,16.46,31.5,18.84,23.41,18.65,18.7,0.25,0.82,0.09544,0.25798
"46179","Phf3",1596.99,1140.7,1330.95,1182.17,1217.48,1228.44,1292.54,1284.2,-0.11,-0.14,0.35428,0.57602
"46180","Phf5a",520.76,697.43,603.22,694.6,651.36,694.48,707.71,652.8,0.14,0.18,0.23904,0.45785
"46181","Phf6",681.12,457.28,661.18,502.57,584.96,549.57,537.64,567.8,-0.1,-0.14,0.42559,0.63744
"46182","Phf7",57.04,55.03,96.6,100.51,67.29,66.88,54.86,71.2,0.02,0.04,0.89685,0.95047
"46183","Phf8",678.64,522.32,457.96,412.56,438.72,429.18,504.73,492,-0.23,-0.31,0.08955,0.24827
"46184","Phf8-ps",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46185","Phgdh",1236.59,1278.78,1014.67,1060.65,957.3,1140.38,951.3,1091.4,-0.15,-0.2,0.19168,0.39991
"46186","Phgdh-ps1",0,0,0,0,0,0,1.1,0.2,0.01,1.15,0.76253,NA
"46187","Phgr1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46188","Phip",877.85,713.44,929.52,1044.15,1006.64,1099.13,961.17,947.4,0.23,0.29,0.05048,0.17256
"46189","Phka1",1029.12,1190.73,973.89,864.12,944.74,998.81,1008.35,1001.4,-0.13,-0.16,0.26815,0.48964
"46190","Phka2",250.46,203.12,322.72,300.04,293.38,307.67,310.52,284,0.16,0.22,0.24939,0.46925
"46191","Phkb",834.86,996.61,825.05,805.62,832.59,899.6,853.65,864,-0.05,-0.06,0.6597,0.81012
"46192","Phkg1",382.72,557.34,454.38,415.56,415.4,442.55,439.99,444,-0.09,-0.12,0.4983,0.69536
"46193","Phkg2",851.4,1094.67,963.87,1044.15,921.41,915.2,927.16,959.7,-0.02,-0.03,0.85126,0.92642
"46194","Phlda1",508.36,715.44,510.91,370.55,398.35,336.65,399.39,462.8,-0.47,-0.62,0.00062,0.00958
"46195","Phlda2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46196","Phlda3",552.17,755.46,416.46,366.05,369.64,367.86,371.96,457.1,-0.46,-0.64,0.00203,0.02119
"46197","Phldb1",1745.78,1725.06,1330.95,1270.68,1462.41,1326.54,1789.58,1521.6,-0.1,-0.13,0.45713,0.66273
"46198","Phldb2",155.4,194.12,111.63,127.52,104.97,178.36,213.96,155.1,0.01,0.03,0.92647,0.96581
"46199","Phldb3",4.13,1,0.72,0,0.9,0,1.1,1.1,-0.06,-1.82,0.3386,NA
"46200","Phlpp1",2378.13,2420.49,1481.22,1356.2,1519.83,1531.65,1682.05,1767.1,-0.33,-0.46,0.0164,0.08414
"46201","Phlpp2",939.84,669.41,917.36,793.61,803.88,850.55,876.69,835.9,-0.02,-0.02,0.90188,0.95352
"46202","Phospho1",38.02,69.04,110.2,52.51,34.99,44.59,53.76,57.6,-0.27,-0.65,0.08476,0.23908
"46203","Phospho2",437.27,436.27,788.55,841.62,800.29,700.06,647.37,664.5,0.28,0.43,0.05983,0.19256
"46204","Phox2a",0,0,0.72,0,0,0,0,0.1,0,-0.53,0.88961,NA
"46205","Phox2b",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46206","Phpt1",279.39,394.24,364.22,475.57,470.12,499.4,505.82,427,0.39,0.5,0.00316,0.02853
"46207","Phrf1",992.75,855.52,676.93,741.11,749.15,776.97,773.55,795.1,-0.11,-0.15,0.37075,0.58976
"46208","Phtf1",531.5,411.25,727.73,546.08,667.51,586.35,610.06,582.9,0.08,0.11,0.57965,0.75364
"46209","Phtf1os",28.93,26.02,15.74,24,34.99,24.52,34.01,26.9,0.12,0.34,0.40896,0.62468
"46210","Phtf2",376.1,213.13,416.46,414.06,382.2,356.72,404.88,366.2,0.13,0.21,0.34863,0.57151
"46211","Phxr2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46212","Phxr4",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46213","Phyh",1320.91,1792.1,2044.37,1866.27,1681.32,1695.52,1484.55,1697.9,-0.02,-0.03,0.85535,0.92823
"46214","Phyhd1",14.88,16.01,67.26,48.01,66.39,56.85,76.81,49.5,0.29,0.91,0.06138,0.19566
"46215","Phyhip",8335.42,6777.16,6407.9,4287.62,4583.72,4542.57,4447.07,5625.9,-0.59,-0.68,5.25217462995758e-07,7e-05
"46216","Phyhipl",4455.37,4778.93,3553.5,2536.87,2780.37,2602.92,2858.29,3366.6,-0.56,-0.66,5.40714175984846e-06,0.00035
"46217","Phykpl",40.5,34.02,50.09,67.51,93.31,80.26,68.03,62,0.53,0.89,0.00192,0.02048
"46218","Pi15",27.28,13.01,32.92,19.5,21.53,14.49,13.17,20.3,-0.16,-0.52,0.28259,0.50556
"46219","Pi16",7.44,4,4.29,9,16.15,8.92,10.97,8.7,0.22,1.11,0.09961,0.26561
"46220","Pi4k2a",1355.62,1318.81,1330.95,912.13,1092.77,1066.81,1039.08,1159.5,-0.32,-0.38,0.00349,0.03053
"46221","Pi4k2b",66.13,33.02,37.21,46.51,51.14,51.28,74.61,51.4,0.13,0.3,0.39145,0.60877
"46222","Pi4ka",4962.9,4191.57,4649.04,3990.58,4129.74,4063.23,4253.96,4320.1,-0.14,-0.16,0.1724,0.37411
"46223","Pi4kb",925.79,875.54,977.46,883.63,866.68,817.1,800.98,878.2,-0.12,-0.14,0.28027,0.50325
"46224","Pianp",1978.05,2106.29,1427.56,1410.2,1583.53,1296.44,1622.8,1632.1,-0.23,-0.31,0.07184,0.21613
"46225","Pias1",1307.68,957.59,1000.36,769.61,899.88,876.19,826.21,948.2,-0.29,-0.37,0.02163,0.09958
"46226","Pias2",1006.8,882.54,1114.14,1042.65,1233.63,1091.33,1036.88,1058.3,0.11,0.14,0.34981,0.57214
"46227","Pias3",299.23,326.2,268.34,270.04,246.73,255.28,239.2,272.1,-0.18,-0.24,0.14927,0.34324
"46228","Pias4",281.87,287.18,244.72,234.03,214.43,218.49,226.03,243.8,-0.21,-0.28,0.0892,0.24774
"46229","Pibf1",176.89,135.08,231.84,162.02,183.92,158.29,184.33,176.1,-0.05,-0.08,0.73081,0.85337
"46230","Picalm",3987.51,3693.27,3097.69,3036.44,2993.9,2934,3052.5,3256.5,-0.21,-0.26,0.05217,0.17588
"46231","Pick1",323.2,388.24,326.3,330.05,404.63,376.78,305.03,350.6,0.03,0.04,0.82894,0.91392
"46232","Pid1",816.68,825.51,769.23,712.6,689.93,774.74,716.49,757.9,-0.13,-0.15,0.23939,0.45821
"46233","Pidd1",16.53,10.01,20.04,30,21.53,23.41,40.6,23.2,0.3,0.87,0.05429,0.18057
"46234","Piezo1",143.83,260.16,88.01,109.52,113.94,147.15,134.96,142.5,-0.18,-0.37,0.25498,0.47556
"46235","Piezo2",33.89,14.01,11.45,19.5,27.81,39.02,29.63,25,0.17,0.56,0.25153,0.47158
"46236","Pif1",11.57,0,5.01,1.5,8.97,11.15,15.36,7.7,0.08,0.74,0.44127,NA
"46237","Pifo",5.79,4,6.44,3,7.18,10.03,7.68,6.3,0.06,0.38,0.6223,NA
"46238","Piga",260.38,186.11,237.57,190.53,224.3,171.67,254.56,217.9,-0.08,-0.12,0.58231,0.7558
"46239","Pigb",202.52,175.11,169.59,150.02,161.49,166.1,171.17,170.9,-0.12,-0.17,0.36428,0.58405
"46240","Pigbos1",92.58,132.08,155.28,201.03,187.51,122.62,148.13,148.5,0.22,0.38,0.1446,0.33608
"46241","Pigc",295.1,267.16,389.27,444.06,445,383.47,368.67,370.4,0.27,0.37,0.04828,0.16795
"46242","Pigf",162.01,181.11,201.07,285.04,245.83,244.13,217.25,219.5,0.33,0.45,0.01554,0.08136
"46243","Pigg",324.85,276.17,422.9,297.04,280.82,314.36,285.28,314.5,-0.15,-0.22,0.25207,0.47228
"46244","Pigh",153.75,192.12,209.66,271.54,291.58,254.16,242.49,230.8,0.38,0.52,0.0057,0.04229
"46245","Pigk",1039.03,1082.66,817.89,730.61,798.49,763.6,607.87,834.3,-0.33,-0.43,0.00944,0.05841
"46246","Pigl",95.89,75.05,118.78,132.02,139.06,133.77,139.35,119.1,0.32,0.49,0.0317,0.12753
"46247","Pigm",369.49,347.21,368.52,346.55,351.7,385.7,350.02,359.9,-0.01,-0.01,0.92762,0.9664
"46248","Pign",309.15,221.14,275.49,243.04,267.36,302.09,271.02,269.9,0.01,0.01,0.94942,0.97723
"46249","Pigo",371.14,349.21,339.18,334.55,357.98,356.72,286.38,342.2,-0.06,-0.08,0.61682,0.7826
"46250","Pigp",339.73,297.18,619.68,937.64,775.17,704.52,858.03,647.4,0.67,0.96,8e-05,0.00235
"46251","Pigq",3069.99,3959.43,2841.51,3109.95,3215.51,3182.58,3619.76,3285.5,0,0,0.98352,0.99235
"46252","Pigr",1.65,2,4.29,0,0.9,3.34,1.1,1.9,-0.05,-0.97,0.49077,NA
"46253","Pigs",1176.25,1275.78,895.17,811.62,850.53,877.3,918.38,972.1,-0.29,-0.37,0.02285,0.10318
"46254","Pigt",1735.03,2171.33,1015.39,931.63,1065.86,1173.82,1102.72,1313.7,-0.41,-0.62,0.00718,0.04924
"46255","Pigu",447.19,546.34,402.15,309.04,311.32,292.06,281.99,370,-0.51,-0.64,0.00016,0.00369
"46256","Pigv",150.44,169.1,110.2,118.52,125.61,109.24,107.53,127.2,-0.2,-0.31,0.17365,0.37559
"46257","Pigw",52.9,62.04,100.18,133.52,100.48,47.93,82.29,82.8,0.14,0.33,0.35053,0.57261
"46258","Pigx",183.5,183.11,191.77,391.56,332.86,334.42,343.43,280.1,0.78,0.91,1.72263790353724e-08,6.05412643362709e-06
"46259","Pigyl",353.78,466.29,467.26,487.57,510.5,439.21,378.54,443.3,0.06,0.08,0.65286,0.80584
"46260","Pigz",93.41,104.06,105.9,96.01,87.92,80.26,95.46,94.7,-0.11,-0.17,0.43789,0.64719
"46261","Pih1d1",435.62,452.28,556,619.59,467.43,455.93,487.17,496.3,0.05,0.07,0.68098,0.82268
"46262","Pih1d2",21.49,16.01,46.51,54.01,39.48,30.1,52.67,37.2,0.23,0.63,0.14251,0.33309
"46263","Pih1d3",0,0,0,0,0.9,0,0,0.1,0.01,1.15,0.76253,NA
"46264","Pih1h3b",0.83,1,2.15,0,0.9,1.11,1.1,1,-0.03,-0.73,0.68038,NA
"46265","Pik3ap1",152.09,172.11,65.12,108.02,73.57,100.33,80.1,107.3,-0.25,-0.52,0.11411,0.28941
"46266","Pik3c2a",754.68,604.37,827.91,726.1,695.32,678.88,658.34,706.5,-0.06,-0.08,0.59868,0.76847
"46267","Pik3c2b",369.49,225.14,226.12,286.54,279.02,279.8,311.61,282.5,0.05,0.08,0.71064,0.84236
"46268","Pik3c2g",6.61,0,2.86,0,5.38,6.69,2.19,3.4,0.01,0.19,0.88073,NA
"46269","Pik3c3",859.66,641.39,889.45,681.1,734.79,697.83,587.02,727.3,-0.18,-0.24,0.15709,0.35381
"46270","Pik3ca",1732.55,1971.21,1479.08,1144.67,1276.69,1307.59,1417.62,1475.6,-0.34,-0.42,0.00549,0.0413
"46271","Pik3cb",818.33,581.36,547.41,360.05,471.92,491.6,495.95,538.1,-0.37,-0.51,0.0098,0.05991
"46272","Pik3cd",481.08,516.32,426.48,516.07,611.88,617.57,662.73,547.4,0.27,0.35,0.0271,0.11529
"46273","Pik3cg",126.47,142.09,57.25,82.51,66.39,91.41,50.47,88.1,-0.27,-0.58,0.09293,0.25394
"46274","Pik3ip1",561.26,528.32,490.88,388.56,371.43,373.44,371.96,440.8,-0.4,-0.49,6e-04,0.00937
"46275","Pik3r1",4485.95,3959.43,4098.05,3259.97,3915.31,3620.68,3383.86,3817.6,-0.2,-0.24,0.06363,0.19988
"46276","Pik3r2",3124.54,3262,2654.75,2887.92,3015.44,2764.56,3180.87,2984.3,-0.02,-0.02,0.85405,0.92755
"46277","Pik3r3",1713.54,1655.02,1314.5,1138.66,1373.59,1183.85,1269.5,1378.4,-0.26,-0.33,0.03007,0.12354
"46278","Pik3r4",670.37,570.35,513.78,412.56,393.86,419.14,373.06,479,-0.44,-0.55,0.00049,0.00823
"46279","Pik3r5",54.56,95.06,69.41,121.52,113.94,139.34,125.08,102.7,0.51,0.78,0.00192,0.0205
"46280","Pik3r6",60.34,96.06,103.76,111.02,77.16,75.8,53.76,82.6,-0.07,-0.14,0.66102,0.81066
"46281","Pikfyve",842.3,576.35,843.65,760.61,850.53,851.66,797.69,789,0.08,0.11,0.51865,0.71088
"46282","Pilra",9.92,12.01,12.88,27,11.66,22.29,18.65,16.3,0.22,0.76,0.13608,0.32324
"46283","Pilrb1",0,0,0,0,1.79,1.11,0,0.4,0.02,2.27,0.51186,NA
"46284","Pilrb2",3.31,4,0,0,0.9,1.11,0,1.3,-0.06,-2.12,0.27681,NA
"46285","Pim1",81.01,69.04,50.09,52.51,52.93,72.46,71.32,64.2,-0.05,-0.09,0.7511,0.86701
"46286","Pim2",646.4,711.44,629.7,543.08,558.05,526.16,604.57,602.8,-0.2,-0.25,0.07547,0.22267
"46287","Pim3",676.16,862.53,438.64,489.07,452.18,433.63,436.7,541.3,-0.37,-0.54,0.01357,0.07453
"46288","Pimreg",28.93,6,5.72,25.5,8.97,26.75,20.85,17.5,0.11,0.58,0.37486,0.59398
"46289","Pin1",1543.26,1976.21,2451.53,2820.41,2385.61,2363.25,2165.93,2243.7,0.21,0.29,0.11083,0.28392
"46290","Pin1rt1",1.65,2,0.72,0,0,1.11,0,0.8,-0.05,-2.07,0.34493,NA
"46291","Pin4",125.64,187.11,158.86,187.53,171.36,159.41,145.93,162.3,0.05,0.08,0.70994,0.84177
"46292","Pinc",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46293","Pink1",7033.53,9901.08,8217.57,7937.65,8222.69,7595.84,7701.46,8087.1,-0.07,-0.09,0.53011,0.71965
"46294","Pinlyp",1.65,0,0.72,0,1.79,0,0,0.6,-0.01,-0.61,0.82418,NA
"46295","Pinx1",91.75,58.04,99.46,103.51,82.54,100.33,73.51,87,0.06,0.1,0.70678,0.83947
"46296","Pip",0,0,0,0,0.9,0,1.1,0.3,0.01,1.82,0.63224,NA
"46297","Pip4k2a",1590.38,1594.98,1572.1,1233.18,1271.31,1213.95,1310.09,1398,-0.29,-0.33,0.00372,0.03188
"46298","Pip4k2b",4245.41,3824.35,3301.62,3364.99,3519.65,3486.91,3517.72,3608.7,-0.1,-0.13,0.33856,0.56285
"46299","Pip4k2c",1840.01,1555.95,1962.08,1294.69,1346.67,1295.33,1460.41,1536.5,-0.34,-0.4,0.00356,0.03098
"46300","Pip4p1",912.57,923.57,1082.65,1039.65,1012.92,905.17,887.66,966.3,-0.01,-0.02,0.89737,0.95055
"46301","Pip4p2",910.91,902.55,1137.04,1180.67,1155.57,1131.46,1076.38,1070.7,0.17,0.21,0.14769,0.34102
"46302","Pip5k1a",1226.67,687.42,1054.74,1021.65,986.01,867.27,905.22,964.1,-0.05,-0.07,0.73472,0.85601
"46303","Pip5k1b",518.28,220.14,202.51,169.52,183.03,183.93,243.59,245.9,-0.36,-0.68,0.02801,0.11805
"46304","Pip5k1bos",0,1,5.72,3,3.59,2.23,2.19,2.5,0.02,0.26,0.84312,NA
"46305","Pip5k1c",8865.27,10548.47,11152.82,10966.58,10432.46,10147.48,11922.51,10576.5,0.08,0.09,0.49468,0.69212
"46306","Pip5kl1",47.12,37.02,78,82.51,92.41,89.18,93.26,74.2,0.39,0.71,0.01666,0.08495
"46307","Pipox",9.09,13.01,10.73,16.5,6.28,8.92,12.07,10.9,-0.01,-0.03,0.96615,0.98507
"46308","Pir",64.47,73.04,93.02,102.01,71.77,72.46,65.83,77.5,0,0.01,0.97463,0.98909
"46309","Pira2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46310","Pirb",3.31,2,5.72,1.5,6.28,3.34,2.19,3.5,-0.01,-0.12,0.90629,NA
"46311","Pirt",28.1,21.01,1.43,1.5,16.15,8.92,12.07,12.7,-0.1,-0.77,0.36546,0.585
"46312","Pisd",615.82,765.47,591.77,661.6,609.19,700.06,741.73,669.4,0.03,0.05,0.77476,0.88205
"46313","Pisd-ps1",356.26,246.15,345.62,997.64,907.05,775.86,1024.81,664.8,1.4,1.55,3.36584713530035e-17,1.86467931295639e-13
"46314","Pisd-ps2",138.87,113.07,158.14,361.55,343.62,280.91,378.54,253.5,1.14,1.31,2.70858819754615e-11,3.00111572288113e-08
"46315","Pisrt1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46316","Pithd1",1094.42,1210.74,1226.48,1146.17,1150.19,983.2,994.09,1115,-0.11,-0.14,0.30459,0.52825
"46317","Pitpna",6533.44,7218.43,7768.91,6359.42,6417.56,6221.37,6332.12,6693,-0.15,-0.18,0.12611,0.30813
"46318","Pitpnb",1759.83,1968.21,1955.64,1816.76,1841.92,1605.23,1750.08,1814,-0.09,-0.11,0.37366,0.59286
"46319","Pitpnc1",2841.85,2907.78,1921.3,1645.74,1876.91,1716.7,1900.4,2115.8,-0.4,-0.52,0.00282,0.02655
"46320","Pitpnm1",3763.5,5715.51,4572.47,5678.32,5051.15,5670.69,5442.26,5127.7,0.17,0.22,0.17319,0.37522
"46321","Pitpnm2",4467.77,3789.33,4114.51,3971.07,3960.17,4456.73,4546.92,4186.6,0.03,0.04,0.76935,0.8788
"46322","Pitpnm2os1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46323","Pitpnm2os2",0,0,0.72,1.5,0,1.11,1.1,0.6,0.03,1.59,0.5247,NA
"46324","Pitpnm3",1448.2,1746.07,2402.16,2520.36,2493.28,2466.92,2523.63,2228.7,0.32,0.42,0.01785,0.08832
"46325","Pitrm1",676.98,831.51,789.99,799.62,783.24,847.2,814.14,791.8,0.07,0.08,0.55081,0.73312
"46326","Pitx1",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46327","Pitx2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"46328","Pitx3",0,0,0,1.5,0.9,0,0,0.3,0.02,1.82,0.62508,NA
"46329","Piwil1",4.96,6,4.29,3,3.59,0,3.29,3.6,-0.1,-1.03,0.32366,NA
"46330","Piwil2",10.75,3,5.01,9,16.15,5.57,15.36,9.3,0.16,0.88,0.21582,0.42978
"46331","Piwil4",0.83,0,2.86,0,0,3.34,1.1,1.2,0,-0.17,0.9311,NA
"46332","Pja1",3391.54,2489.53,3247.96,2878.92,2773.2,2587.31,2470.96,2834.2,-0.15,-0.19,0.22249,0.43822
"46333","Pja2",11799.7,7419.55,10830.81,8081.67,8998.76,7959.25,8115.12,9029.3,-0.2,-0.27,0.11467,0.29012
"46334","Pjvk",0.83,1,0.72,0,0,1.11,1.1,0.7,-0.01,-0.54,0.80575,NA
