"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3"
"36538","Gm8321",0,0,0,1.15,0,0,0.82
"36539","Gm8323",0,0,0,0,0,0,0
"36540","Gm8324",0,0,0,0,0,0,0
"36541","Gm8325",138.27,121.68,118.13,143.81,166.65,89.83,103.89
"36542","Gm8326",17.28,7.55,7.02,11.5,5.89,16.14,28.03
"36543","Gm8328",0,0,0,0,0.84,0,0
"36544","Gm833",0,0,0,1.15,0,0.7,0
"36545","Gm8330",3.14,0,2.34,6.9,3.37,2.81,5.77
"36546","Gm8331",0,0,0,0,0,0,0
"36547","Gm8332",0,0,0,0,0,0,0
"36548","Gm8334",0,0,0,0,0,0,0
"36549","Gm8337",12.57,5.66,3.51,10.35,2.53,2.81,9.07
"36550","Gm8338",0,0,0,0,0,0,0
"36551","Gm8340",0,0,0,0,0,0,0
"36552","Gm8341",0,0.94,0,0,0,0,0
"36553","Gm8342",0,0,0,0,0,0,0
"36554","Gm8343",1.57,1.89,0,0,0,2.11,0
"36555","Gm8344",0,0,0,0,0,0,0
"36556","Gm8345",0,0,0,0,0,0,0
"36557","Gm8346",0,0,0,0,0,0,0
"36558","Gm8349",4.71,7.55,2.34,0,5.05,2.81,7.42
"36559","Gm8352",0,0,0,0,0,0,0
"36560","Gm8353",0,0,0,0,0,0,0
"36561","Gm8354",0,0,0,0,0,0,0
"36562","Gm8355",9.43,8.49,4.68,3.45,14.31,9.12,19.79
"36563","Gm8356",0,0,0,0,0,0,0
"36564","Gm8357",0,0.94,0,0,0,0,0
"36565","Gm8358",0,0,0,1.15,0,0,0.82
"36566","Gm8362",0,0,0,0,0,0,0
"36567","Gm8363",0,0,0,1.15,0,2.11,0
"36568","Gm8365",0,0,1.17,0,1.68,0,0
"36569","Gm8366",0,0,0,0,0,0,0
"36570","Gm8367",0,0,0,0,0,0,0
"36571","Gm8369",9.43,7.55,5.85,5.75,3.37,0.7,4.95
"36572","Gm8371",12.57,3.77,0,4.6,0,0.7,1.65
"36573","Gm8373",1.57,0.94,0,2.3,0.84,0,2.47
"36574","Gm8374",0,0,0,0,0,0,0
"36575","Gm8375",1.57,0.94,1.17,1.15,0,0,0
"36576","Gm8376",0,0,0,0,0,0,0
"36577","Gm8378",0,0,0,2.3,0,0,0
"36578","Gm8379",0,0.94,0,0,0,0,0.82
"36579","Gm8383",0,0,0,0,0,0,0
"36580","Gm8384",0,0,0,0,0,0,0
"36581","Gm8385",0,0,0,0,0,0,0
"36582","Gm8387",0,0.94,0,0,0,0,0
"36583","Gm8388",0,0,1.17,0,0,0.7,0
"36584","Gm839",0,0,0,0,0,0,0
"36585","Gm8390",0,0,0,0,0.84,0,0
"36586","Gm8391",0,0,0,0,0,0,0
"36587","Gm8392",0,0,1.17,0,0.84,0,0
"36588","Gm8396",0,0,0,0,0,0,0
"36589","Gm8398",0,0,0,0,0,0,0
"36590","Gm8399",15.71,11.32,11.7,10.35,17.68,7.02,18.14
"36591","Gm8401",0,0,0,0,0,0.7,0
"36592","Gm8402",0,0,0,0,0,0,0
"36593","Gm8403",0,0,0,0,0,0,0
"36594","Gm8407",11,6.6,7.02,6.9,1.68,6.32,0.82
"36595","Gm8408",0,0,0,0,0,0,0
"36596","Gm8410",0,0,0,0,0,0,0
"36597","Gm8412",0,2.83,1.17,6.9,0,0,5.77
"36598","Gm8416",0,0,0,0,0,0,0
"36599","Gm8417",0,0,3.51,0,0,0,0
"36600","Gm8419",1.57,0,0,0,0,0,0
"36601","Gm8420",1.57,0,0,1.15,0,0,0
"36602","Gm8421",0,0,0,0,0,0,0
"36603","Gm8423",0,0,0,0,0,0,0
"36604","Gm8424",0,0,0,0,2.53,0,0
"36605","Gm8425",1.57,0,1.17,0,0,0,0.82
"36606","Gm8428",0,0,0,0,0,0,0
"36607","Gm8430",155.56,64.14,101.76,174.87,59.76,23.16,55.25
"36608","Gm8435",0,0,0,0,0,0,0
"36609","Gm8436",0,0,0,0,0,0.7,0
"36610","Gm8437",1.57,5.66,2.34,9.2,3.37,5.61,0.82
"36611","Gm8438",0,0,0,0,0,0,0
"36612","Gm8439",0,0,0,0,0,0,0
"36613","Gm8444",0,0.94,2.34,1.15,0,0,3.3
"36614","Gm8446",0,0,0,0,0,0,0
"36615","Gm8447",0,0.94,0,0,0,0,0
"36616","Gm8449",0,0,0,0,0,0,0
"36617","Gm8451",29.85,8.49,10.53,16.11,10.1,2.81,9.07
"36618","Gm8454",0,0,0,0,0,0,0
"36619","Gm8456",0,0.94,0,0,0,0,0
"36620","Gm8458",0,0,0,0,0,0,0
"36621","Gm8459",0,0.94,0,0,0,0.7,0
"36622","Gm8463",0,0,0,0,0,0,0
"36623","Gm8468",0,0,0,0,0,0,0
"36624","Gm8472",0,0,0,0,0,0,0
"36625","Gm8473",0,0,0,0,0,0,0
"36626","Gm8475",0,0,0,0,0,0,0
"36627","Gm8479",0,0,0,0,0,0,0
"36628","Gm8480",0,0,0,0,0,0,0
"36629","Gm8482",0,0.94,0,0,0,0,0
"36630","Gm8483",3.14,3.77,2.34,1.15,2.53,4.91,8.25
"36631","Gm8484",0,0,0,1.15,0,2.11,0
"36632","Gm8486",0,0,0,0,0,0,0
"36633","Gm8488",0,0,0,0,0,0,0
"36634","Gm8489",0,0,0,0,0,0,0
"36635","Gm8492",1.57,6.6,1.17,2.3,9.26,6.32,5.77
"36636","Gm8493",0,0,2.34,1.15,1.68,0,0
"36637","Gm8494",0,1.89,8.19,0,3.37,3.51,0.82
"36638","Gm8495",0,0,0,0,0,0,0
"36639","Gm8497",0,0,0,0,0,0,0
"36640","Gm8498",0,0,0,0,0,0,0
"36641","Gm8501",0,0,0,0,0,0,0
"36642","Gm8502",0,0,0,0,0,0,0
"36643","Gm8503",0,0,0,0,0.84,0,0
"36644","Gm8504",0,0,0,0,0,0,0
"36645","Gm8506",0,0,0,0,0,0,0
"36646","Gm8508",12.57,2.83,3.51,0,2.53,0.7,2.47
"36647","Gm8510",0,0,0,0,0,0,0
"36648","Gm8512",0,0,0,0,0,0,0
"36649","Gm8513",3.14,0.94,0,1.15,1.68,1.4,3.3
"36650","Gm8514",0,0,0,0,0,0,2.47
"36651","Gm8515",4.71,7.55,11.7,4.6,0,3.51,7.42
"36652","Gm8517",0,0,0,0,0,0,0
"36653","Gm8518",6.29,17.92,9.36,5.75,9.26,5.61,9.89
"36654","Gm8520",7.86,0.94,2.34,2.3,1.68,2.81,2.47
"36655","Gm8521",0,0,0,0,0,0,0
"36656","Gm8522",0,0,0,0,0,0.7,0
"36657","Gm8523",0,0,0,0,0,0,0
"36658","Gm8524",7.86,2.83,3.51,1.15,0,1.4,3.3
"36659","Gm8525",0,0,0,0,0,0,0
"36660","Gm8526",0,0,0,0,0.84,0,0.82
"36661","Gm8529",1.57,0,0,0,1.68,0.7,0.82
"36662","Gm8531",0,0,0,0,0,0.7,0
"36663","Gm8532",0,0,0,0,1.68,0,0
"36664","Gm8534",0,0,0,0,0,0,0
"36665","Gm8538",0,0,0,0,0,0,0
"36666","Gm8539",0,0,0,1.15,0.84,2.11,0.82
"36667","Gm8540",1.57,0.94,3.51,4.6,0,0,0
"36668","Gm8543",0,0,2.34,2.3,2.53,2.81,4.12
"36669","Gm8545",0,0,0,2.3,0,0.7,1.65
"36670","Gm8546",6.29,4.72,16.37,4.6,10.1,2.81,9.07
"36671","Gm8550",0,0,0,0,0,0,0
"36672","Gm8556",0,0,0,0,0,0,0.82
"36673","Gm8557",11,2.83,3.51,9.2,2.53,2.81,3.3
"36674","Gm8565",3.14,4.72,2.34,1.15,5.05,2.11,4.12
"36675","Gm8566",3.14,8.49,7.02,2.3,4.21,7.02,3.3
"36676","Gm8569",0,0,0,0,0,0,0
"36677","Gm8572",0,0,0,0,0,0,0
"36678","Gm8574",0,0,0,0,0,0,0
"36679","Gm8575",0,0,0,0,0,0,0
"36680","Gm8577",0,0.94,0,0,0.84,0,0
"36681","Gm8579",0,0,0,0,0,0,0
"36682","Gm8580",0,0,0,1.15,0,0,0
"36683","Gm8581",0,0,0,0,0,0,0
"36684","Gm8582",4.71,1.89,0,0,0,0,1.65
"36685","Gm8584",0,0,0,0,0,0,0
"36686","Gm8586",0,1.89,0,0,0,2.11,0.82
"36687","Gm8587",0,0,0,0,0,0,0
"36688","Gm8588",0,0,0,0,0,0,0
"36689","Gm8594",0,0,0,0,0,0.7,0
"36690","Gm8595",1.57,0.94,0,0,0,0,0
"36691","Gm8596",0,0,0,0,0,0,0
"36692","Gm8597",0,0,0,0,0,0,0
"36693","Gm8598",0,0,0,0,0,0,0
"36694","Gm8599",1.57,0,0,0,0,0,0
"36695","Gm8600",0,0,0,0,0,0,0
"36696","Gm8601",0,0,0,0,0,0,0
"36697","Gm8602",0,0,0,0,0,0,0.82
"36698","Gm8603",0,0,0,0,0,0,0
"36699","Gm8604",0,0,0,0,0,0,0
"36700","Gm8605",0,0,0,0,0,0,0
"36701","Gm8606",1.57,0.94,1.17,1.15,0,0,0
"36702","Gm8607",0,0,0,0,0,0,0
"36703","Gm8609",0,0,0,0,0,0,0
"36704","Gm8613",0,0,1.17,0,0,0,0
"36705","Gm8614",0,0,4.68,0,0,0,0.82
"36706","Gm8615",0,0.94,4.68,1.15,2.53,0,0
"36707","Gm8616",0,0,0,0,1.68,0,0
"36708","Gm8617",0,0,0,0,0,0,0
"36709","Gm8618",0,0,1.17,1.15,0,0,0
"36710","Gm8623",1.57,0.94,1.17,3.45,0.84,0.7,1.65
"36711","Gm8624",7.86,3.77,2.34,8.05,4.21,1.4,2.47
"36712","Gm8625",0,0,0,0,0,0.7,0
"36713","Gm8629",0,0,0,0,0,0,0
"36714","Gm8633",0,0,0,0,0,0,0
"36715","Gm8634",0,0,0,0,0,0,0
"36716","Gm8637",0,0,0,0,0,0,0
"36717","Gm8641",0,0,0,0,1.68,1.4,0
"36718","Gm8642",1.57,0,1.17,0,0,1.4,0.82
"36719","Gm8643",1.57,0.94,0,2.3,0,0,0
"36720","Gm8644",0,0,0,0,0,0.7,0
"36721","Gm8648",0,0,0,0,0.84,0.7,0
"36722","Gm8649",0,0,1.17,0,0,0,0
"36723","Gm8652",1.57,0,0,0,0,0.7,0
"36724","Gm8655",0,0,0,0,0.84,0,0.82
"36725","Gm8659",1.57,0,0,0,0,0.7,0.82
"36726","Gm8661",0,0,0,0,0,0,0
"36727","Gm8662",0,0.94,1.17,1.15,0.84,0.7,0.82
"36728","Gm8663",1.57,0,0,0,0,0,0
"36729","Gm8664",0,0,0,0,0,0,0
"36730","Gm8666",1.57,0,3.51,0,0.84,1.4,0.82
"36731","Gm8667",0,0,0,0,0,0,0
"36732","Gm8668",0,0,0,0,0,0,0
"36733","Gm8669",0,0,0,0,0,0,0
"36734","Gm867",0,0.94,3.51,8.05,0,20.35,6.6
"36735","Gm8670",0,0.94,0,0,0.84,0,0
"36736","Gm8672",0,0,0,0,0,0,0
"36737","Gm8674",0,0,0,0,0,0,0
"36738","Gm8675",0,0,0,0,0,0,0
"36739","Gm8676",0,0,0,0,0,0,0
"36740","Gm8679",0,0,0,0,0,0,0
"36741","Gm8681",0,0,0,0,0,0,0
"36742","Gm8682",0,0,2.34,1.15,0,1.4,0.82
"36743","Gm8684",0,0,1.17,0,0,0,0
"36744","Gm8685",0,0,0,0,0,0,0
"36745","Gm8686",0,0,0,0,0,0,0
"36746","Gm8688",0,0,0,0,0,0,0
"36747","Gm8689",0,0,0,0,0,0,0
"36748","Gm8692",0,0,1.17,2.3,0,0,2.47
"36749","Gm8696",1.57,0,2.34,1.15,0,0,1.65
"36750","Gm8697",0,0,1.17,0,1.68,0.7,0.82
"36751","Gm8700",0,0,0,0,0,0,0
"36752","Gm8701",0,0,0,0,0,0,0
"36753","Gm8702",1.57,0,1.17,1.15,0.84,0.7,0
"36754","Gm8703",0,0,0,0,0,0,0
"36755","Gm8704",0,0,0,0,0,0,0
"36756","Gm8705",0,0,0,0,0.84,0,0
"36757","Gm8706",0,0,0,0,0,0,0
"36758","Gm8707",0,0,0,0,0,0.7,0
"36759","Gm8708",0,0,0,0,0,0,0
"36760","Gm8709",0,0,2.34,0,0.84,0,0.82
"36761","Gm8711",0,0,0,0,0,0,0
"36762","Gm8712",4.71,2.83,2.34,2.3,2.53,2.11,3.3
"36763","Gm8714",0,0,0,0,0,0,0
"36764","Gm8715",0,0,0,0,0,0,0
"36765","Gm8717",7.86,8.49,8.19,9.2,16.83,12.63,19.79
"36766","Gm8719",1.57,0.94,0,0,0,2.81,0
"36767","Gm8722",3.14,0.94,0,0,1.68,2.11,2.47
"36768","Gm8723",0,0,0,0,0,0,0
"36769","Gm8724",7.86,0,3.51,1.15,0.84,0.7,0.82
"36770","Gm8725",0,0,0,0,0,0,0
"36771","Gm8728",0,0,0,0,0,0,0
"36772","Gm8730",47.14,15.09,29.24,33.36,35.35,19.65,25.56
"36773","Gm8731",1.57,0.94,2.34,0,0,0,0
"36774","Gm8734",0,0,0,0,0,0,0
"36775","Gm8737",0,0,0,0,0,0,0
"36776","Gm8738",6.29,2.83,3.51,4.6,4.21,1.4,8.25
"36777","Gm8739",0,0,0,0,0,0,0
"36778","Gm8741",3.14,11.32,7.02,5.75,1.68,2.81,0.82
"36779","Gm8744",0,0,0,0,0,0,0
"36780","Gm8745",0,0,0,0,0,0,0
"36781","Gm8747",0,0,0,0,0,0,0
"36782","Gm8748",0,0,0,0,0,0,0
"36783","Gm8749",0,0,0,0,0,0,0
"36784","Gm8750",0,0,0,0,0,0,0
"36785","Gm8752",0,0,0,0,0,0,0
"36786","Gm8754",0,0,0,0,0,0,0
"36787","Gm8755",0,0,0,0,0,1.4,0
"36788","Gm8756",9.43,10.38,10.53,3.45,22.73,7.02,9.89
"36789","Gm8757",0,0,2.34,0,0,0,0.82
"36790","Gm8761",0,0,0,0,0,0,0
"36791","Gm8762",4.71,0.94,1.17,3.45,5.05,3.51,0.82
"36792","Gm8764",0,0,0,0,0,0,0
"36793","Gm8765",0,0,0,0,0,0,0
"36794","Gm8767",0,0.94,0,1.15,1.68,0.7,0.82
"36795","Gm8768",0,0,0,0,0,0,0
"36796","Gm8770",0,0,0,0,0,0,0
"36797","Gm8773",15.71,8.49,8.19,13.81,13.47,11.23,6.6
"36798","Gm8774",0,0,0,0,0,0,0
"36799","Gm8775",1.57,0,0,0,1.68,0.7,0
"36800","Gm8778",0,0,0,0,0,0,0
"36801","Gm8783",0,0,0,0,0,0.7,0
"36802","Gm8784",3.14,1.89,4.68,6.9,0,3.51,2.47
"36803","Gm8785",0,0,0,0,0,0,0
"36804","Gm8790",0,0,0,0,0,0,0
"36805","Gm8793",0,0,0,0,0,0,0
"36806","Gm8795",1.57,3.77,2.34,3.45,0,0.7,0
"36807","Gm8796",0,0.94,0,0,0,0,0
"36808","Gm8797",4.71,4.72,2.34,5.75,4.21,7.72,8.25
"36809","Gm8798",0,0,0,0,0,0,0
"36810","Gm8801",0,0,0,0,0,0,0
"36811","Gm8802",0,0.94,1.17,0,0,0,0
"36812","Gm8804",0,0,0,0,0,0,0
"36813","Gm8805",1.57,0.94,0,0,0,0,0
"36814","Gm8806",4.71,1.89,0,4.6,7.58,4.21,4.12
"36815","Gm8807",0,0.94,1.17,0,0,0,0.82
"36816","Gm8809",0,0,0,0,0,0,0
"36817","Gm8810",0,0,0,0,0,0,0
"36818","Gm8812",0,0,0,0,0,0,0
"36819","Gm8813",0,0,0,0,0,0,0
"36820","Gm8814",1.57,0,0,0,0.84,0,0
"36821","Gm8815",0,0,0,0,0,0,0
"36822","Gm8816",0,0,0,0,0,0,0
"36823","Gm8817",0,0,2.34,0,0,0.7,3.3
"36824","Gm8818",0,0,0,1.15,0,0.7,0
"36825","Gm8820",0,0,0,0,0,0,0
"36826","Gm8823",0,0,0,1.15,0,0,0
"36827","Gm8824",1.57,0,1.17,0,0,2.11,0.82
"36828","Gm8825",4.71,0.94,2.34,3.45,3.37,4.91,4.12
"36829","Gm8826",0,0,0,0,0,0,0
"36830","Gm8828",0,0,0,0,0,0,0
"36831","Gm8832",0,0,0,0,0,0.7,0
"36832","Gm8834",0,0,0,1.15,0,0,0.82
"36833","Gm8835",0,0,0,0,0,0,0
"36834","Gm8836",0,0,0,0,0,0,0
"36835","Gm8837",0,0,1.17,0,0,0,0
"36836","Gm8838",0,0,0,0,0,0,0
"36837","Gm8839",0,0,0,0,0,0,0
"36838","Gm884",0,0,0,0,0,0,0
"36839","Gm8840",3.14,1.89,0,0,0,0.7,0.82
"36840","Gm8843",0,0,0,0,0,0.7,0
"36841","Gm8844",0,0,0,1.15,0.84,0,0
"36842","Gm8847",0,0,0,0,0,0,0
"36843","Gm8848",0,0,0,0,0,0,0
"36844","Gm8849",0,0,1.17,0,0,0.7,0
"36845","Gm8850",7.86,5.66,1.17,3.45,0,0,0
"36846","Gm8853",0,0,0,0,0,0,0
"36847","Gm8855",0,0.94,0,0,0,0,0
"36848","Gm8856",0,0,0,0,0,0,0
"36849","Gm8857",0,0,0,0,0,0,0
"36850","Gm8858",0,0,1.17,1.15,0,0,0.82
"36851","Gm8860",1.57,3.77,3.51,1.15,2.53,1.4,0.82
"36852","Gm8861",0,0,0,0,0,0,0
"36853","Gm8862",0,0,0,0,0,0,0
"36854","Gm8863",0,0,1.17,0,0,0,0
"36855","Gm8864",1.57,2.83,3.51,0,5.89,5.61,0.82
"36856","Gm8865",0,0,0,0,0,0.7,0
"36857","Gm8868",0,0,0,0,0,0,0
"36858","Gm8869",0,0,0,0,0,0,0
"36859","Gm8870",0,0.94,0,0,0,0,0
"36860","Gm8871",0,0,0,0,0,0,0
"36861","Gm8872",0,0,0,0,0,0,0
"36862","Gm8873",0,0,0,0,1.68,0,0
"36863","Gm8874",0,0,0,0,0,0,0
"36864","Gm8876",0,0,0,0,0,0,0
"36865","Gm8877",0,0,0,0,0,0,0
"36866","Gm8878",0,0,0,0,0.84,0,0
"36867","Gm8879",0,0,0,0,0,0,0
"36868","Gm8880",0,0.94,1.17,0,0,0,0
"36869","Gm8881",0,0,0,0,0,0,0
"36870","Gm8882",0,0,0,0,0,0,0
"36871","Gm8883",0,0,0,0,0,0,0
"36872","Gm8885",3.14,0.94,1.17,5.75,0,0,3.3
"36873","Gm8887",0,0,0,0,0,0,0
"36874","Gm8888",0,0,0,0,0,0,0
"36875","Gm8890",0,0,0,0,0,0,0
"36876","Gm8891",0,0,0,1.15,0,0,0
"36877","Gm8893",0,0,0,0,0,0,0
"36878","Gm8894",9.43,2.83,4.68,4.6,4.21,5.61,7.42
"36879","Gm8895",0,0,0,0,0,0,0
"36880","Gm8896",0,0,0,0,0.84,0,0
"36881","Gm8897",0,0,0,0,0,0,0
"36882","Gm8899",3.14,0.94,0,2.3,0,0.7,0.82
"36883","Gm8900",0,0,0,0,0,0,0
"36884","Gm8902",1.57,0.94,2.34,0,1.68,0.7,1.65
"36885","Gm8906",0,0,0,0,0,0,0
"36886","Gm8907",1.57,0,0,0,1.68,0,0
"36887","Gm8908",0,0,0,0,0,0,0
"36888","Gm8909",0,0,0,0,0,0,0.82
"36889","Gm8911",0,0,0,0,0,0,0
"36890","Gm8913",0,0,0,0,0,0,0
"36891","Gm8914",0,0,0,0,0,0,0
"36892","Gm8916",0,0,0,0,0,0,0
"36893","Gm8918",0,0,0,0,0,0,0
"36894","Gm8919",0,0,0,0,0.84,0,0.82
"36895","Gm8920",0,0,0,0,0,0,0
"36896","Gm8921",0,0,0,0,0,0,0
"36897","Gm8922",0,0,0,0,0,0,0
"36898","Gm8924",0,0,1.17,0,0,0,0
"36899","Gm8925",1.57,0,1.17,1.15,0,0.7,0
"36900","Gm8926",0,0,0,0,0,0,0
"36901","Gm8927",0,3.77,0,2.3,5.89,1.4,0.82
"36902","Gm8929",0,0,0,0,0,0,0
"36903","Gm8930",1.57,1.89,3.51,3.45,1.68,0,0.82
"36904","Gm8934",9.43,3.77,0,4.6,0.84,0.7,2.47
"36905","Gm8935",0,0,0,0,0,0.7,0
"36906","Gm8938",0,0,0,0,0,0,0
"36907","Gm8939",0,0,0,0,0,0,0
"36908","Gm8940",0,0,2.34,0,0,0,0
"36909","Gm8941",0,0,0,1.15,0.84,0,0
"36910","Gm8942",89.56,29.24,36.26,63.28,9.26,9.12,23.09
"36911","Gm8945",0,0,0,0,0,0,0
"36912","Gm8947",0,0,0,0,0,0,0
"36913","Gm8948",1.57,0,0,0,0.84,0,0
"36914","Gm8950",0,0,0,0,0,0,0
"36915","Gm8952",0,0,0,0,0,0,0
"36916","Gm8953",0,0,0,0,0,0,0
"36917","Gm8955",1.57,0,0,2.3,1.68,0,0.82
"36918","Gm8956",0,0,0,0,0,0,0
"36919","Gm8957",1.57,0,1.17,0,0,0,0
"36920","Gm8959",6.29,3.77,2.34,2.3,0.84,0,1.65
"36921","Gm8960",26.71,6.6,18.71,11.5,1.68,4.91,5.77
"36922","Gm8961",0,0,0,0,0,0,0
"36923","Gm8963",0,0,0,0,0,0,0
"36924","Gm8964",1.57,0.94,0,0,0,0,0.82
"36925","Gm8968",0,0,0,0,0,0,0.82
"36926","Gm8969",0,0,0,0,0,0,0
"36927","Gm8971",3.14,2.83,4.68,0,0.84,0.7,0.82
"36928","Gm8973",0,0,0,0,0,0,0
"36929","Gm8974",0,0,0,0,0,0.7,1.65
"36930","Gm8976",0,0,1.17,0,0,0,0
"36931","Gm8978",0,0,0,0,0,0,0
"36932","Gm8979",0,0,0,0,0,0,0
"36933","Gm8980",0,0,0,0,0,0,0
"36934","Gm8982",0,0,0,0,0,0,0
"36935","Gm8983",26.71,15.09,16.37,21.86,14.31,15.44,12.37
"36936","Gm8984",0,0,0,0,0.84,2.11,4.12
"36937","Gm8986",0,0,0,1.15,0,0,0
"36938","Gm8988",0,0,0,0,0,0,0
"36939","Gm8989",0,0,0,0,0,0,0
"36940","Gm8990",0,0,0,0,0.84,1.4,0.82
"36941","Gm8991",0,0,0,0,0.84,0,0.82
"36942","Gm8992",0,0,0,0,0,0,0
"36943","Gm8993",0,0,0,0,0,0,0
"36944","Gm8995",33,41.5,40.94,40.27,33.67,23.16,28.86
"36945","Gm8996",1.57,0,0,0,0,0,0
"36946","Gm8999",0,0,0,0,0,0,0
"36947","Gm9",0,0,0,0,0,0,0
"36948","Gm9001",7.86,1.89,2.34,4.6,3.37,4.21,3.3
"36949","Gm9002",3.14,0,0,0,0.84,0,0
"36950","Gm9003",0,0,0,0,0,0,0
"36951","Gm9004",0,0,0,0,0,0,0
"36952","Gm9005",0,0,0,0,0,0,0
"36953","Gm9006",0,0,0,0,0,0,0
"36954","Gm9008",0,0,2.34,0,1.68,2.11,0.82
"36955","Gm9009",1.57,0,0,0,0.84,0,0
"36956","Gm9012",0,0.94,0,0,0,0,0
"36957","Gm9013",3.14,8.49,8.19,6.9,1.68,1.4,0.82
"36958","Gm9017",4.71,5.66,2.34,4.6,1.68,5.61,6.6
"36959","Gm9022",0,0,0,0,0,0,0
"36960","Gm9023",0,0,0,0,0,0,0
"36961","Gm9025",0,0.94,4.68,1.15,0,1.4,0
"36962","Gm9027",0,0,0,0,0,0,0
"36963","Gm9028",0,0,2.34,2.3,0.84,0,0
"36964","Gm9029",0,0,0,0,0,0,0
"36965","Gm9030",0,0,0,0,0,0,0
"36966","Gm9034",7.86,0.94,7.02,0,3.37,2.81,6.6
"36967","Gm9035",1.57,0,0,0,0,0,0
"36968","Gm9038",0,0,0,0,0,0.7,0
"36969","Gm904",0,0,0,0,0,0,0
"36970","Gm9040",0,0,0,0,0,0,0
"36971","Gm9042",0,0,0,1.15,0,0.7,0.82
"36972","Gm9043",0,0,0,0,0,0,0
"36973","Gm9044",0,0,0,0,0,0,0
"36974","Gm9045",0,0,0,0,0,0,0
"36975","Gm9046",0,0,0,0,0,0,0
"36976","Gm9048",0,0,0,0,0,0,0
"36977","Gm9049",0,0,0,0,0,0,0
"36978","Gm9050",0,0,0,0,0,0,0
"36979","Gm9051",0,0,0,0,0,0,0
"36980","Gm9057",3.14,2.83,3.51,0,0.84,0,0
"36981","Gm9059",0,0,0,0,0,0,0
"36982","Gm906",0,0,0,0,0,0,0
"36983","Gm9060",0,0,0,0,0,0,0
"36984","Gm9061",3.14,0,0,0,0,0,0
"36985","Gm9062",0,0,0,0,0,0,0
"36986","Gm9063",1.57,0,0,0,0,0,1.65
"36987","Gm9064",0,0,0,0,0,0,0
"36988","Gm9066",0,0,0,0,0,0,0
"36989","Gm9067",1.57,0.94,2.34,0,4.21,0.7,3.3
"36990","Gm9068",0,0,0,0,0,0,0
"36991","Gm9071",0,0,0,0,0,0,0
"36992","Gm9072",0,0,0,0,0,0,0
"36993","Gm9075",0,0,0,0,0,0,0
"36994","Gm9077",0,0.94,1.17,0,0,0.7,0.82
"36995","Gm9078",0,0.94,0,0,1.68,0,0
"36996","Gm9081",3.14,0,1.17,1.15,0.84,0.7,1.65
"36997","Gm9083",3.14,1.89,0,4.6,0.84,0.7,2.47
"36998","Gm9085",0,0,0,0,0,0,0
"36999","Gm9086",0,0,0,0,0,0,0
"37000","Gm9088",0,0,0,0,1.68,0,0
"37001","Gm9089",0,0,0,0,0,0,0
"37002","Gm9095",0,0,0,0,0,0,0
"37003","Gm9097",1.57,0,0,0,0,0,0
"37004","Gm9098",0,0,0,0,0,0,0
"37005","Gm9102",0,0,0,0,0,0,0
"37006","Gm9103",4.71,0,0,0,0,0,0
"37007","Gm9104",14.14,1.89,3.51,8.05,1.68,1.4,9.89
"37008","Gm9105",3.14,0.94,1.17,0,0,0.7,2.47
"37009","Gm9108",1.57,0.94,1.17,0,0,0.7,0.82
"37010","Gm9109",0,0,0,0,0,0,0
"37011","Gm9110",0,0,0,0,0,0,0
"37012","Gm9111",0,0.94,0,2.3,0,1.4,3.3
"37013","Gm9112",0,0,0,0,0,0,0
"37014","Gm9113",0,0,0,0,0,0,0
"37015","Gm9114",0,0,0,0,0,0.7,0
"37016","Gm9115",1.57,0,1.17,0,2.53,2.11,3.3
"37017","Gm9116",0,0,0,0,0,0,0
"37018","Gm9117",0,0,0,0,0,0,0
"37019","Gm9118",7.86,1.89,2.34,1.15,1.68,3.51,2.47
"37020","Gm9119",0,0,0,0,0,0,0
"37021","Gm9120",0,0,0,1.15,0,2.11,0.82
"37022","Gm9121",0,0,0,0,0,0,0
"37023","Gm9124",0,0,0,0,0,0,0
"37024","Gm9126",0,0,0,0,0,0,0
"37025","Gm9127",0,0,0,0,0,0.7,0.82
"37026","Gm9129",0,0.94,0,0,0,0,0
"37027","Gm9130",1.57,0,0,1.15,0.84,0,0
"37028","Gm9131",0,0,0,0,0,0,0
"37029","Gm9132",0,0.94,0,2.3,0,0,0
"37030","Gm9133",0,0,0,0,0,0,0
"37031","Gm9134",0,0.94,0,0,0.84,1.4,0
"37032","Gm9135",0,2.83,0,0,0,0,0.82
"37033","Gm9136",0,0,0,0,0,0,0
"37034","Gm9139",0,0,0,0,0,0,0
"37035","Gm9141",0,0,0,0,0,0,0
"37036","Gm9142",0,0,0,1.15,0.84,0,0
"37037","Gm9143",1.57,0,0,2.3,0,0,0
"37038","Gm9146",0,0,0,0,0,0,0
"37039","Gm9149",0,0,0,0,0,0,0
"37040","Gm9156",0,0,0,0,0,0,0
"37041","Gm9157",0,0.94,1.17,0,0,0,0
"37042","Gm9158",0,0,0,0,0,0,0
"37043","Gm9159",0,0,0,0,0,0,0
"37044","Gm9162",0,0,0,0,0,0,0
"37045","Gm9164",0,1.89,3.51,2.3,0.84,1.4,1.65
"37046","Gm9165",1.57,2.83,1.17,0,1.68,2.81,1.65
"37047","Gm9166",0,0,0,0,0,0,0
"37048","Gm9167",0,0,0,0,0.84,0,0.82
