"","gene","CTX-M-CRE1","CTX-M-CRE2","CTX-M-CRE3","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3"
"40995","Mboat2",2139.77,2911.43,2158.26,2238.33,2036.36,2179.51,1904.59,1967.19,1648.79,1703.99
"40996","Mboat4",3.6,1.1,1.55,0,2.94,0,0,0.87,0,0.85
"40997","Mboat7",2355.73,2568.2,1713.41,1506.41,1792,1758.41,1686.72,3282.14,2911.67,3003.73
"40998","Mbp",170459.11,210155.71,147252.14,180741.26,169547.79,150638.39,202370.35,26796.13,27637.69,40801.13
"40999","Mbtd1",559.69,445.21,543.45,589.46,598.64,650.45,616.51,387.52,435.95,425.57
"41000","Mbtps1",1719.56,1472.71,1447.9,1241.15,1398.46,1405.27,1510.74,1531.78,1537.08,1553.04
"41001","Mbtps2",850.33,511.01,769.36,756.48,771.36,726.91,671.58,861.25,923.41,884.4
"41002","Mc1r",1.8,1.1,1.55,0,0.98,0,1.2,2.61,0,0.85
"41003","Mc2r",1.8,1.1,0,0,2.94,2.43,1.2,1.74,0.73,0.85
"41004","Mc3r",1.8,0,5.43,0,0,2.43,0,2.61,0.73,1.71
"41005","Mc4r",48.59,39.48,35.71,39.3,69.68,58.25,46.69,66.18,71.81,74.2
"41006","Mc5r",80.08,95.4,48.13,34.39,50.05,53.4,47.88,74.02,75.44,52.02
"41007","Mcam",936.71,1068.07,555.87,374.96,487.74,332.51,505.18,277.79,303.21,366.72
"41008","Mcat",292.44,352,374.2,343.85,413.16,331.29,345.96,459.8,407.66,396.57
"41009","Mcc",612.78,752.26,566.74,546.89,662.43,674.72,602.14,558.2,655.74,572.26
"41010","Mccc1",460.71,569.13,486.77,512.51,468.12,521.82,476.45,344.85,367.77,366.72
"41011","Mccc1os",46.79,60.31,90.83,85.14,74.58,91.02,68.23,48.77,85.59,55.44
"41012","Mccc2",462.51,425.47,429.32,410.99,419.05,417.46,381.88,401.45,395.33,412.78
"41013","Mcee",446.31,500.04,524.81,785.95,636.91,637.11,706.29,482.44,454.81,485.27
"41014","Mcemp1",3.6,1.1,3.88,0,5.89,6.07,3.59,0,2.18,4.26
"41015","Mcf2",116.98,143.65,223.59,157.19,179.59,189.31,154.43,89.69,112.43,81.02
"41016","Mcf2l",2874.92,2671.28,3664.38,4453.73,4584.02,4510.71,4894.96,2926.84,2553.34,2936.36
"41017","Mcfd2",935.81,892.62,1194.8,1257.52,1091.29,1014.51,897.83,930.04,1007.55,1039.62
"41018","Mchr1",292.44,325.69,239.89,204.68,262.03,271.83,283.71,494.63,491.08,459.69
"41019","Mcidas",9.9,0,4.66,3.27,0.98,4.85,2.39,0.87,1.45,1.71
"41020","Mcl1",2395.32,2495.82,2267.72,2156.46,2072.67,2130.97,2195.49,2459.21,2567.12,2515.05
"41021","Mcm10",14.4,17.55,13.97,19.65,12.76,8.49,33.52,20.9,18.86,12.79
"41022","Mcm2",159.27,107.47,72.98,70.41,72.62,91.02,76.61,82.73,120.41,117.69
"41023","Mcm3",142.17,121.72,51.24,67.13,72.62,92.23,63.45,66.18,69.64,81.87
"41024","Mcm3ap",986.2,598.73,742.19,844.9,836.13,854.33,803.26,1017.12,1095.32,1041.33
"41025","Mcm4",260.95,239.06,152.16,139.18,180.57,145.62,205.9,184.61,184.25,182.51
"41026","Mcm5",161.07,83.34,122.66,73.68,102.06,99.51,77.81,153.27,124.77,155.22
"41027","Mcm6",340.13,154.62,114.9,109.71,165.85,165.04,140.06,222.93,166.11,171.42
"41028","Mcm7",296.94,203.96,208.06,201.4,248.29,230.57,294.49,229.9,229.95,232.83
"41029","Mcm8",72.89,53.73,79.96,67.13,72.62,75.24,79.01,96.66,76.89,96.37
"41030","Mcm9",169.17,187.52,182.44,194.85,196.28,205.09,156.82,188.97,202.38,175.69
"41031","Mcmbp",647.87,513.2,386.62,312.74,488.73,405.32,390.26,552.97,597.71,532.18
"41032","Mcmdc2",11.7,24.12,49.69,72.05,44.16,42.47,46.69,22.64,20.31,11.94
"41033","Mcoln1",848.53,961.7,834.58,723.73,801.79,787.58,731.43,1137.3,968.38,1118.94
"41034","Mcoln2",0,3.29,1.55,1.64,0,0,0,0,2.9,1.71
"41035","Mcoln3",0,0,0,0,0.98,0,0,0,0.73,0.85
"41036","Mcph1",221.36,203.96,225.92,203.04,188.42,186.88,186.75,279.53,264.04,238.8
"41037","Mcpt-ps1",0,0,0,0,0,0,0,0,0,0
"41038","Mcpt1",0,0,0,0,0,0,0,0,0,0
"41039","Mcpt2",0,0,0,0,0,0,0,0,0,0.85
"41040","Mcpt4",1.8,0,1.55,0,0,1.21,0,0,1.45,9.38
"41041","Mcpt8",0,0,0,0,0,0,0,0,0,0
"41042","Mcpt9",0,0,0,0,0,0,0,0,0,0
"41043","Mcrip1",1674.56,2691.01,1803.46,2593.64,2164.92,2303.29,2176.33,2355.58,1894.69,2160.27
"41044","Mcrip2",202.46,400.25,271.72,335.67,300.3,288.82,276.53,219.45,198.03,214.92
"41045","Mcrs1",1168.87,1459.55,1357.06,1470.39,1442.63,1458.67,1423.36,1332.36,1029.31,1112.97
"41046","Mctp1",1687.16,593.25,1336.1,1182.2,1075.59,919.86,1023.52,941.36,1222.99,1135.99
"41047","Mctp2",34.19,27.41,28.73,11.46,22.57,16.99,26.34,25.25,16.68,22.17
"41048","Mcts1",940.31,791.73,1215.77,1634.13,1313.08,1320.32,1139.64,919.59,887.86,892.93
"41049","Mcts2",174.56,150.23,211.94,307.83,215.9,209.94,196.32,220.32,194.4,178.25
"41050","Mcu",810.74,579,623.41,496.13,506.39,590.99,580.6,714.08,800.09,927.05
"41051","Mcub",18.9,32.9,18.63,34.39,16.68,19.42,25.14,37.45,15.96,26.44
"41052","Mcur1",916.02,1208.43,887.37,759.75,843.99,915,824.8,541.65,604.24,539.85
"41053","Mdc1",320.34,211.64,235.23,234.15,249.27,249.99,310.05,289.11,285.07,247.33
"41054","Mdfi",15.3,18.64,9.32,39.3,15.7,21.84,28.73,18.29,31.19,51.17
"41055","Mdfic",138.57,156.81,100.15,109.71,96.18,155.33,142.46,86.21,110.98,110.87
"41056","Mdga1",970.01,286.21,350.13,519.06,557.42,662.59,622.49,1070.24,699.27,736.86
"41057","Mdga2",1207.56,1143.74,1051.18,918.58,987.27,918.65,948.11,1291.43,1159.88,1051.56
"41058","Mdh1",14409.71,15229.34,18884.75,16773.54,15946.41,14079.42,13479.39,18564.23,18192.52,19316.17
"41059","Mdh1b",9,5.48,14.75,19.65,9.81,8.49,10.77,8.71,20.31,9.38
"41060","Mdh2",7026.69,8770.47,7081.1,6623.29,6303.39,5723.03,5388.16,10330.59,8391.92,9382.19
"41061","Mdk",433.71,524.17,281.82,338.94,313.06,389.54,434.55,284.76,260.41,286.56
"41062","Mdk-ps1",0,0,0,0,0,0,1.2,0,0.73,0
"41063","Mdm1",62.99,40.57,79.19,132.63,93.23,78.88,98.16,47.02,95.75,62.26
"41064","Mdm2",831.43,834.5,971.22,1023.38,989.23,890.73,872.69,728.01,871.91,837.5
"41065","Mdm4",1038.39,740.19,1311.26,1254.25,1492.68,1524.2,1551.45,895.21,1122.89,963.72
"41066","Mdm4-ps",0,4.39,1.55,1.64,0,0,0,0.87,1.45,0
"41067","Mdn1",518.3,278.53,329.17,533.79,452.42,601.91,483.63,290.86,428.7,339.43
"41068","Mdp1",798.14,877.27,1072.92,1097.06,978.43,873.74,877.48,971.84,913.98,989.3
"41069","Me1",1230.95,1499.03,1379.58,1555.53,1412.2,1478.08,1495.18,1108.56,1058.33,1180.34
"41070","Me2",485.9,336.65,412.24,330.76,386.66,395.61,391.45,460.67,449.01,359.9
"41071","Me3",996.1,787.35,1250.7,1026.65,961.75,843.41,933.74,1078.95,988.69,1014.04
"41072","Mea1",1361.43,1799.49,1876.44,2573.99,2292.5,2080,2161.97,1767.77,1597.29,1709.11
"41073","Meaf6",1977.8,2084.6,2102.36,2241.6,2416.15,2270.52,2376.25,2711.75,2346.6,2493.73
"41074","Meak7",312.24,342.13,293.46,317.66,294.41,292.46,259.77,326.56,295.95,302.76
"41075","Mecom",78.28,145.85,48.91,34.39,46.12,42.47,32.32,66.18,63.11,54.58
"41076","Mecomos",0,3.29,0,0,0,0,0,0,0,0
"41077","Mecp2",4132.87,4086.96,3302.6,3780.76,4223.85,4354.16,4246.13,4511.74,3745.13,3798.59
"41078","Mecr",216.86,257.7,211.17,276.72,264.97,258.48,246.6,216.84,229.95,196.16
"41079","Med1",1173.36,914.55,912.21,848.17,952.92,900.44,803.26,1159.94,1026.41,948.37
"41080","Med10",583.98,570.22,635.83,1052.85,870.48,756.03,974.44,484.18,566.52,561.17
"41081","Med11",164.67,177.65,218.15,327.48,268.9,287.61,276.53,141.94,132.74,175.69
"41082","Med12",377.02,335.55,275.6,360.23,400.4,415.03,439.34,328.3,349.63,280.59
"41083","Med12l",791.84,518.68,582.26,474.85,664.39,668.66,611.72,865.6,657.19,663.52
"41084","Med13",2730.05,1923.41,1593.07,1488.4,1723.3,1749.92,1802.84,2373.87,2470.64,2251.52
"41085","Med13l",1860.83,1473.81,1639.65,1815.88,1882.28,2071.5,1867.48,2110.01,1832.31,1924.03
"41086","Med14",1775.34,1470.52,1648.97,1357.41,1449.5,1422.26,1568.21,2408.7,2012.93,2079.24
"41087","Med15",1048.29,978.15,906.78,776.13,821.41,775.45,871.49,1365.45,1168.59,1275.01
"41088","Med16",1118.48,1181.02,837.68,912.03,1019.65,1103.1,1007.96,1277.5,906,1085.68
"41089","Med17",467.91,411.22,517.05,443.74,487.74,444.15,407.02,562.55,520.1,500.62
"41090","Med18",60.29,66.89,87.73,93.33,76.55,43.69,67.04,70.54,60.93,77.61
"41091","Med19",807.14,792.83,864.08,979.17,854.78,786.37,635.66,916.11,784.86,904.87
"41092","Med20",169.17,201.77,265.51,217.77,316.99,286.39,281.32,149.78,179.17,165.45
"41093","Med21",460.71,433.15,694.06,1339.39,1050.07,999.95,1089.36,349.2,369.22,417.9
"41094","Med22",787.34,804.89,699.49,784.32,682.06,729.33,719.46,781.13,841.44,788.03
"41095","Med23",592.98,426.57,471.25,415.9,501.48,549.73,501.59,671.41,619.47,588.47
"41096","Med24",1638.57,1297.26,1308.93,1170.74,1214.95,1180.77,1290.48,1995.06,1629.2,1845.56
"41097","Med25",1694.36,1909.15,1835.29,2099.15,2030.47,2157.66,2286.47,2130.91,1587.86,1746.63
"41098","Med26",186.26,128.3,128.87,119.53,109.91,118.93,104.15,239.48,179.17,216.62
"41099","Med27",361.73,253.31,318.3,232.51,288.53,228.14,239.42,328.3,343.1,319.82
"41100","Med28",1067.19,1268.75,1378.8,1905.94,1761.57,1569.1,1737,1291.43,1207.03,1261.36
"41101","Med29",195.26,241.25,255.42,266.9,257.12,239.07,235.83,249.93,206.01,209.8
"41102","Med30",214.16,312.53,322.19,527.24,382.74,379.84,372.3,244.7,231.4,249.03
"41103","Med31",200.66,231.38,400.6,692.62,528.96,512.11,580.6,211.61,225.59,208.95
"41104","Med4",456.21,416.7,565.96,463.38,475.97,408.96,357.93,450.22,449.01,435.81
"41105","Med6",230.35,212.74,376.53,486.31,418.07,400.47,368.71,234.25,213.99,228.56
"41106","Med7",383.32,345.42,509.29,525.61,527.98,503.62,481.24,386.65,359.79,441.78
"41107","Med8",468.81,447.41,685.52,672.97,592.75,637.11,572.22,479.82,434.5,439.22
"41108","Med9",707.26,898.1,826.81,771.22,730.15,827.63,784.1,822.06,781.96,776.09
"41109","Med9os",19.8,33.99,10.09,19.65,20.61,20.63,32.32,13.93,20.31,17.06
"41110","Medag",102.58,105.27,385.07,116.26,96.18,92.23,67.04,73.15,72.54,119.4
"41111","Mef2a",3723.45,2550.65,3071.25,2492.12,2738.05,2424.64,2695.88,3994.47,3977.26,3603.29
"41112","Mef2b",3.6,1.1,1.55,0,0,2.43,2.39,1.74,4.35,0.85
"41113","Mef2c",12639.77,13584.47,15953.25,12897.81,13185.8,16911.81,11513.74,37394.94,32321.46,30495.31
"41114","Mef2d",5690.46,5179.16,4791.64,4977.7,4990.31,5037.38,5509.07,7654.55,6337.64,6853.49
"41115","Mefv",0.9,0,0,0,0,0,0,0,0,0
"41116","Meg3",3572.28,3929.06,26193.32,39122.43,45085.49,43165.4,44363.46,2546.29,6476.19,2793.93
"41117","Megf10",850.33,1011.05,350.13,280,268.9,407.75,345.96,454.57,501.96,485.27
"41118","Megf11",271.75,255.5,198.75,132.63,168.8,184.46,122.1,368.36,298.13,683.13
"41119","Megf6",193.46,321.3,100.15,101.52,89.31,109.22,111.33,123.66,146.53,141.57
"41120","Megf8",3404.92,3772.24,2308.09,2330.02,2650.7,2819.04,2779.67,4799.98,3757.47,4081.73
"41121","Megf9",3812.54,2330.24,3305.7,2413.53,2655.61,2630.94,2517.51,3883.01,3840.88,3863.4
"41122","Mei1",26.99,37.28,28.73,47.48,41.22,43.69,31.12,28.74,23.94,12.79
"41123","Mei4",7.2,3.29,17.86,14.74,9.81,14.56,8.38,6.1,6.53,5.97
"41124","Meig1",18.9,14.26,23.29,36.02,41.22,24.27,47.88,27,60.93,41.79
"41125","Meikin",0,0,0,0,0,0,0,0,0,0
"41126","Meiob",0,0,0,0,0.98,0,0,0,0,2.56
"41127","Meioc",0,0,0,1.64,0,0,0,0,0,0
"41128","Meis1",42.29,61.41,76.08,45.85,55.94,69.17,50.28,105.37,118.96,181.66
"41129","Meis2",1267.85,1531.93,1688.56,1362.32,1641.85,1853.07,1442.51,1925.39,1722.05,1543.66
"41130","Meis3",404.02,584.48,426.99,443.74,493.63,415.03,506.37,536.43,458.44,517.68
"41131","Melk",27.89,14.26,20.96,18.01,18.65,20.63,26.34,22.64,16.68,17.06
"41132","Meltf",10.8,12.06,13.2,24.56,12.76,12.14,21.55,13.93,16.68,11.94
"41133","Memo1",415.72,416.7,708.81,957.88,813.56,753.6,748.19,376.2,470.05,428.13
"41134","Men1",1160.77,1120.71,724.34,646.77,695.8,652.88,683.55,1344.55,1244.75,1363.7
"41135","Meox1",45.89,57.02,25.62,36.02,35.33,24.27,15.56,32.22,37.72,39.23
"41136","Meox2",0.9,1.1,0,0,0,0,0,0,0,0
"41137","Mep1a",0,0,0.78,0,0,0,1.2,0,0.73,0
"41138","Mep1b",0,0,0,0,0,0,0,0,0,0
"41139","Mepce",807.14,755.55,575.28,481.4,458.3,502.4,434.55,843.83,697.82,806.79
"41140","Mepe",0,0,0,0,0,0,0,0,0.73,0
"41141","Mertk",1284.94,1735.89,1213.44,792.5,934.27,996.31,860.72,883.02,781.96,741.13
"41142","Mesd",885.42,910.16,922.31,905.48,875.39,891.95,647.63,1037.15,1041.65,1020.86
"41143","Mesp1",0,1.1,0.78,3.27,5.89,0,1.2,4.35,0,1.71
"41144","Mesp2",13.5,1.1,5.43,9.82,22.57,7.28,8.38,11.32,2.9,13.65
"41145","Mest",420.22,375.03,617.98,438.82,341.52,419.88,417.79,635.7,766.73,610.64
"41146","Met",291.54,187.52,515.5,751.57,746.83,850.69,652.42,1606.67,1341.23,1473.72
"41147","Metap1",806.24,720.45,794.21,669.7,724.26,690.5,647.63,800.29,958.23,915.96
"41148","Metap1d",107.98,156.81,202.63,273.45,243.38,253.63,284.91,94.05,111.71,66.52
"41149","Metap2",2151.47,2163.56,1779.4,1788.04,1706.62,1759.62,1642.43,1823.51,1912.83,1920.61
"41150","Methig1",0,0,1.55,0,0,0,0,0.87,0,0
"41151","Metrn",2426.81,3929.06,2086.83,2469.2,2314.09,2462.26,2746.16,1383.74,1275.22,1673.29
"41152","Metrnl",112.48,198.48,86.95,72.05,82.44,94.66,90.98,104.5,110.98,144.98
"41153","Mettl1",211.46,257.7,239.89,237.42,181.55,213.58,171.19,201.16,183.52,212.36
"41154","Mettl11b",71.99,81.15,65.21,73.68,88.32,81.31,76.61,30.48,26.11,14.5
"41155","Mettl14",538.09,470.43,402.15,371.69,405.31,427.16,392.65,438.02,443.93,449.45
"41156","Mettl15",122.38,66.89,93.94,130.99,121.69,109.22,98.16,69.67,100.83,102.34
"41157","Mettl16",623.57,623.96,513.17,501.04,567.24,577.64,523.13,592.16,684.03,637.08
"41158","Mettl17",129.57,128.3,212.72,239.06,271.84,234.21,241.81,131.49,181.34,142.43
"41159","Mettl18",86.38,40.57,100.15,78.6,61.83,67.96,35.91,58.35,45.7,49.47
"41160","Mettl2",203.36,159,300.45,352.04,360.17,320.37,342.37,229.9,226.32,225.15
"41161","Mettl21a",157.47,185.32,208.84,204.68,188.42,182.03,162.81,167.2,169.74,135.6
"41162","Mettl21c",9.9,7.68,3.88,3.27,12.76,3.64,0,0.87,4.35,1.71
"41163","Mettl21e",0,0,3.88,0,2.94,1.21,1.2,1.74,1.45,0.85
"41164","Mettl22",403.12,399.16,416.9,440.46,414.14,379.84,407.02,438.9,375.02,367.58
"41165","Mettl23",368.03,372.84,439.41,900.57,795.9,741.47,772.13,380.55,347.46,388.05
"41166","Mettl24",7.2,15.35,32.61,31.11,13.74,19.42,20.35,14.8,14.51,16.2
"41167","Mettl25",78.28,104.18,115.68,157.19,111.88,99.51,116.12,64.44,73.99,63.96
"41168","Mettl26",433.71,597.64,523.26,614.03,566.26,588.56,593.76,528.59,533.15,608.08
"41169","Mettl27",214.16,242.34,192.54,221.05,241.42,257.27,283.71,195.06,140,162.89
"41170","Mettl3",264.55,245.63,295.01,250.52,281.66,300.96,332.79,283.89,285.07,284.85
"41171","Mettl4",544.39,498.95,553.54,676.25,571.16,563.08,582.99,493.76,514.29,419.6
"41172","Mettl4-ps1",0,0,0,0,0,0,0,0,0,0
"41173","Mettl5",181.76,110.75,185.55,294.73,230.62,195.38,205.9,172.42,126.94,170.57
"41174","Mettl5os",2.7,9.87,5.43,1.64,5.89,6.07,1.2,0.87,2.9,5.97
"41175","Mettl6",369.83,358.58,521.71,541.98,543.68,422.31,486.02,382.29,434.5,425.57
"41176","Mettl7a1",495.8,445.21,648.25,592.74,547.61,476.92,478.84,384.03,496.16,534.74
"41177","Mettl7a2",0,0,0,1.64,0,1.21,0,0,0,0
"41178","Mettl7a3",0,0,0,0,0.98,1.21,2.39,0,0,0
"41179","Mettl7b",0,2.19,0,0,0,0,0,0,0,1.71
"41180","Mettl8",213.26,195.19,267.06,232.51,233.57,224.5,216.68,250.8,214.71,282.29
"41181","Mettl9",1448.71,1758.92,1513.11,1707.81,1633.99,1663.75,1693.9,1557.9,1300.61,1400.38
"41182","Mex3a",356.33,104.18,55.12,63.86,113.84,115.29,178.37,138.46,134.92,155.22
"41183","Mex3b",551.59,290.59,456.49,438.82,612.38,578.86,524.33,510.3,444.66,423.01
"41184","Mex3c",1183.26,918.94,980.53,980.8,1066.76,1084.9,1084.58,1027.57,1117.08,1035.36
"41185","Mex3d",433.71,368.45,259.3,245.61,293.43,377.41,377.09,364.88,363.42,355.64
"41186","Mfap1a",584.88,559.26,448.73,389.7,499.52,451.43,435.75,680.98,710.87,672.04
"41187","Mfap1b",470.61,497.85,447.95,505.96,486.76,451.43,335.19,558.2,570.15,550.09
"41188","Mfap2",98.08,80.05,34.94,57.31,58.88,64.32,79.01,40.93,44.97,50.32
"41189","Mfap3",899.82,695.23,632.73,581.28,558.4,652.88,592.57,716.69,791.39,813.62
"41190","Mfap3l",2043.49,2326.95,1985.13,1517.87,1232.61,1502.35,1557.43,1275.76,1301.33,1224.69
"41191","Mfap4",98.98,62.51,22.51,32.75,30.42,43.69,40.7,33.96,33.37,35.82
"41192","Mfap5",10.8,14.26,5.43,21.29,13.74,18.2,27.53,2.61,16.68,7.68
"41193","Mff",3520.99,4162.63,5505.11,7124.33,6317.13,6009.42,5965.17,4021.47,3822.03,4069.79
"41194","Mfge8",4071.68,6797.72,2617.86,2056.58,2371.01,2684.34,1911.77,4318.42,2908.05,3419.07
"41195","Mfhas1",1462.21,1721.64,1134.25,1110.16,1053.02,1139.51,1288.08,1534.39,1297.7,1624.68
"41196","Mfn1",1776.24,2322.56,1903.61,1655.41,1701.71,1901.61,1820.79,1466.47,1474.7,1491.63
"41197","Mfn2",5392.62,5160.52,3787.82,3474.57,3350.42,3565.36,4055.79,6661.81,5580.35,5893.18
"41198","Mfng",89.08,146.94,91.61,73.68,79.49,105.58,84.99,80.12,73.99,69.93
"41199","Mfrp",4.5,3.29,2.33,0,0.98,0,0,0,0.73,4.26
"41200","Mfsd1",917.82,1109.74,802.75,817.06,699.72,887.09,772.13,825.54,783.41,854.55
"41201","Mfsd10",105.28,122.82,148.28,117.89,162.91,165.04,144.85,149.78,135.65,143.28
"41202","Mfsd11",569.59,603.12,627.29,600.93,530.93,529.1,460.88,621.77,536.06,560.32
"41203","Mfsd12",1003.3,1102.07,805.85,725.37,785.1,743.9,859.52,922.2,932.84,986.75
"41204","Mfsd13a",426.51,437.54,350.13,280,347.41,324.01,344.77,524.24,422.17,473.33
"41205","Mfsd13b",1.8,0,9.32,8.19,3.93,2.43,1.2,0,1.45,3.41
"41206","Mfsd14a",1122.07,950.74,1367.93,1457.29,1293.46,1177.13,1211.47,1063.28,1207.03,1124.91
"41207","Mfsd14b",1126.57,943.06,1169.96,961.15,1052.04,981.75,830.79,922.2,1031.49,908.28
"41208","Mfsd2a",1225.55,2000.17,965.78,722.09,742.9,838.55,742.2,1167.78,771.08,1025.12
"41209","Mfsd2b",4.5,6.58,18.63,11.46,16.68,14.56,17.96,5.22,3.63,6.82
"41210","Mfsd3",159.27,104.18,128.87,134.27,122.67,101.94,99.36,139.33,134.92,106.61
"41211","Mfsd4a",1421.71,1030.79,1530.19,1363.96,1450.48,1202.61,1331.18,1479.53,1616.87,1348.35
"41212","Mfsd4b1",3.6,4.39,4.66,6.55,6.87,10.92,9.58,6.97,7.25,8.53
"41213","Mfsd4b2",0,0,0,0,0,0,0,0,0,0
"41214","Mfsd4b3-ps",5.4,0,0,0,0,0,0,0,0,5.12
"41215","Mfsd4b4",116.98,85.53,201.08,201.4,169.78,179.6,185.55,108.85,114.61,106.61
"41216","Mfsd4b5",0,0,0.78,3.27,0.98,2.43,0,0,0,0
"41217","Mfsd5",644.27,825.73,503.85,450.29,459.28,396.83,429.76,807.25,704.34,754.77
"41218","Mfsd6",2060.59,1274.23,1345.42,1291.91,1416.13,1297.27,1513.14,2301.59,2292.2,2085.21
"41219","Mfsd6l",0,0,0,0,0,0,0,0.87,1.45,0
"41220","Mfsd7a",5.4,14.26,7.76,4.91,13.74,8.49,14.37,0,2.9,3.41
"41221","Mfsd8",298.74,277.44,513.94,520.69,474.99,450.22,429.76,257.76,390.98,358.2
"41222","Mfsd9",109.78,74.57,91.61,86.78,83.42,95.87,75.42,90.57,77.62,82.73
"41223","Mga",1462.21,808.18,907.55,841.62,875.39,953.84,901.42,1214.8,1125.06,1078
"41224","Mgam",4.5,3.29,0,3.27,2.94,0,1.2,0,7.98,2.56
"41225","Mgam2-ps",0,0,0,0,0,0,0,0,0,0
"41226","Mgarp",0.9,0,3.11,6.55,0.98,1.21,3.59,0.87,1.45,5.12
"41227","Mgat1",1218.36,1458.46,1193.25,1015.19,1024.56,989.03,1149.22,1295.79,1207.03,1245.16
"41228","Mgat2",694.66,753.35,791.88,826.89,807.67,739.04,700.31,842.96,993.04,847.73
"41229","Mgat3",3741.45,3366.51,2881.04,2537.97,2891.14,2927.04,3021.49,4139.9,3880.06,4433.96
"41230","Mgat4a",692.86,698.52,704.15,566.54,665.37,711.13,604.54,786.35,913.25,875.88
"41231","Mgat4b",1839.23,1967.27,1613.26,1979.62,1970.61,1952.58,2230.2,1933.23,1653.14,1737.25
"41232","Mgat4c",193.46,182.03,215.05,402.8,368.02,332.51,347.16,164.59,208.91,150.95
"41233","Mgat4d",0,0,0,0,0,0,0,0,0,0
"41234","Mgat4e",0,0,0,0,1.96,0,0,1.74,0,0
"41235","Mgat4f",0,0,0,0,0,0,0,0,0,0
"41236","Mgat5",2635.57,2267.73,2079.07,1725.82,1799.85,2118.83,1720.24,3883.01,3515.91,3222.06
"41237","Mgat5b",1297.54,1236.95,1374.92,1326.3,1247.33,1628.56,1461.66,2217.12,1559.57,1766.25
"41238","Mgl2",8.1,0,4.66,0,5.89,7.28,7.18,7.84,11.61,10.23
"41239","Mgll",9074.68,12141.36,9191.23,10187.91,9335.85,9550.51,10202.91,6842.07,5989.46,6635.16
"41240","Mgme1",123.28,154.62,134.31,145.73,107.95,105.58,124.5,84.47,100.83,97.22
"41241","Mgmt",17.1,32.9,27.95,36.02,24.53,32.77,28.73,20.9,20.31,29.85
"41242","Mgp",664.07,877.27,567.51,609.11,525.04,441.73,760.16,303.05,490.36,260.97
"41243","Mgrn1",4346.13,4545.34,4049.45,4127.89,3990.28,4156.35,4157.54,5334.67,4821.6,5140.12
"41244","Mgst1",131.37,139.27,164.59,173.56,189.41,194.17,165.2,86.21,139.27,77.61
"41245","Mgst2",2.7,0,3.88,1.64,3.93,4.85,1.2,4.35,0,1.71
"41246","Mgst3",2263.95,3350.06,3474.95,5059.57,4567.33,4019.22,4441.25,3109.71,2641.83,2874.1
"41247","Mhrt",0,0,0.78,0,0.98,0,0,0,1.45,0
"41248","Mia",4.5,6.58,2.33,4.91,13.74,6.07,11.97,2.61,13.06,11.09
"41249","Mia2",726.15,648.08,853.99,725.37,742.9,715.98,761.36,761.97,903.1,747.95
"41250","Mia3",2461.91,1875.16,1678.47,1611.2,1710.54,1876.12,1617.29,3578.22,3204.73,3158.1
"41251","Miat",655.07,543.91,5602.15,7712.16,8530.14,8093.06,9604.36,589.55,920.51,492.09
"41252","Mib1",5113.67,4898.44,5038.52,4722.27,4914.74,5238.83,4865.03,4826.11,5186.46,4991.72
"41253","Mib2",1267.85,1310.42,1171.51,1075.77,1195.32,1263.29,1151.61,1800.86,1525.47,1593.97
"41254","Mical1",224.06,342.13,229.02,235.79,200.2,245.13,252.59,204.64,147.25,163.75
"41255","Mical2",6277.14,4459.8,5291.61,4809.05,5332.81,5138.1,6033.4,7439.45,6894.01,7058.17
"41256","Mical3",1851.83,1518.77,1544.16,1246.06,1422.02,1658.9,1674.75,1922.78,1737.28,1935.97
"41257","Micall1",2291.84,2342.3,1487.49,1953.42,2040.29,1941.65,2238.58,975.32,898.02,841.76
"41258","Micall2",30.59,72.37,44.25,44.21,27.48,37.62,35.91,29.61,30.47,36.67
"41259","Micos10",1909.42,2558.33,2679.19,3887.19,3218.92,2933.11,3341.12,1798.25,1860.6,2086.92
"41260","Micos13",1271.45,1675.58,1853.15,2688.61,2403.4,2241.4,2282.88,1405.51,1362.99,1498.45
"41261","Micu1",1897.72,1829.1,1808.12,1449.1,1461.27,1411.34,1369.49,2198.83,2035.42,2203.76
"41262","Micu2",564.19,607.51,557.42,509.23,552.52,478.13,529.12,501.59,528.8,531.32
"41263","Micu3",1810.44,1371.83,3094.54,2701.71,2642.85,2173.44,2121.27,1955.87,2237.07,2174.76
"41264","Mid1",87.28,62.51,68.32,22.92,28.46,24.27,58.66,72.28,26.11,34.11
"41265","Mid1-ps1",4.5,6.58,1.55,18.01,3.93,9.71,5.99,3.48,7.98,20.47
"41266","Mid1ip1",2086.68,3511.26,2217.26,2257.98,2006.92,2101.84,1991.98,1591.87,1400.71,1628.09
"41267","Mid2",663.17,675.5,709.59,582.91,641.82,675.94,630.87,817.7,746.42,755.62
"41268","Midn",1918.42,1946.43,1205.67,1244.42,1197.28,1172.27,1304.84,2709.13,2611.37,2978.15
"41269","Mief1",819.74,912.36,833.8,600.93,713.46,679.58,688.33,1014.51,871.18,927.05
"41270","Mief2",313.14,354.2,373.43,381.51,349.37,324.01,270.55,332.65,277.1,312.14
"41271","Mien1",1338.03,1760.02,2162.14,2957.15,2510.37,2372.46,2406.18,1349.78,1291.9,1418.29
