"","gene","STR-M-CRE1","STR-M-CRE2","STR-M-CRE3","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","STR-M-XDP1","STR-M-XDP2","STR-M-XDP3"
"36348","Gm8048",0,0,2.4,1.53,0,0,0,0,0,0
"36349","Gm8049",0,0,0,0,0,0,0,0,0,0
"36350","Gm805",0,0,0,0,0,0,0.77,0,0,0
"36351","Gm8050",0,0,0,0,0,0,0,3.26,0,0
"36352","Gm8051",0,0,0,0,0,0,0,0,0,0
"36353","Gm8054",0,1.11,0,0,2.42,0,0.77,1.09,1.29,1.13
"36354","Gm8055",8.29,17.78,15.61,16.07,5.64,18.21,11.5,14.15,23.26,24.9
"36355","Gm8058",0,2.22,1.2,1.53,0.81,0,0,3.26,0,0
"36356","Gm8061",0,0,0,0,0.81,0,0,1.09,0,0
"36357","Gm8062",0,0,1.2,0,0.81,0,0,0,0,0
"36358","Gm8065",0,0,0,0,0,0,0,0,0,0
"36359","Gm8066",14.74,18.89,15.61,3.83,20.95,24.29,16.1,16.32,23.26,14.71
"36360","Gm8068",0,0,0,0,0,0,0,0,0,0
"36361","Gm8069",0,2.22,2.4,2.3,4.03,0,6.13,4.35,1.29,5.66
"36362","Gm807",14.74,3.33,3.6,12.24,9.67,6.07,6.9,6.53,7.75,6.79
"36363","Gm8074",0,0,0,0,0,0,0,0,0,0
"36364","Gm8075",0,0,0,0,0.81,0,0.77,0,0,1.13
"36365","Gm8077",0,0,0,0,0,0,0,0,0,0
"36366","Gm8079",0,0,0,0,0,0,0,0,0,0
"36367","Gm8080",0,0,1.2,0,0,0,0,0,0,0
"36368","Gm8082",0,0,0,0,0,0,0,0,0,0
"36369","Gm8083",0,0,0,0,0,0,0,0,0,0
"36370","Gm8084",0,0,0,0,0,0,0,0,0,0
"36371","Gm8087",0,0,0,0,0,0,0,0,0,0
"36372","Gm8089",0,0,0,0,0,0,0,0,0,0
"36373","Gm8091",0,1.11,1.2,0,1.61,0,3.83,2.18,0,7.92
"36374","Gm8093",4.61,6.67,15.61,3.06,5.64,7.08,6.13,4.35,6.46,4.53
"36375","Gm8094",2.76,0,0,0,0,0,0,0,0,0
"36376","Gm8096",0,0,0,1.53,0.81,0,0,0,0,0
"36377","Gm8097",0.92,1.11,2.4,0,1.61,0,0.77,0,0,2.26
"36378","Gm8098",43.31,35.57,31.23,23.72,58.03,32.38,53.68,62.02,40.07,54.33
"36379","Gm8099",11.98,5.56,8.41,4.59,0.81,8.1,4.6,7.62,3.88,5.66
"36380","Gm8100",2.76,3.33,8.41,1.53,1.61,3.04,4.6,2.18,0,1.13
"36381","Gm8101",0,1.11,0,0.77,0,0,0,0,1.29,1.13
"36382","Gm8104",0,2.22,1.2,3.83,0,4.05,6.9,4.35,2.58,19.24
"36383","Gm8106",0,0,0,0,0,0,0,0,0,0
"36384","Gm8107",0,0,0,0,0,0,0,0,0,0
"36385","Gm8108",0,0,0,2.3,0,0,0.77,0,0,0
"36386","Gm8109",0,0,0,0,0,0,0,0,0,0
"36387","Gm8110",0,0,0,0,0,0,0,0,0,0
"36388","Gm8111",0,0,0,0,0,0,0,0,0,0
"36389","Gm8112",0,0,0,0,0,0,0,0,0,0
"36390","Gm8113",16.59,0,0,8.42,3.22,0,1.53,2.18,2.58,1.13
"36391","Gm8114",0,0,0,0,0,0,0,0,0,0
"36392","Gm8115",0,0,0,0,0,0,1.53,0,0,1.13
"36393","Gm8116",3.69,2.22,2.4,1.53,0.81,3.04,5.37,2.18,1.29,0
"36394","Gm8118",3.69,3.33,6.01,3.06,3.22,1.01,2.3,3.26,1.29,3.4
"36395","Gm8121",48.83,23.34,34.83,46.67,41.1,26.31,32.21,30.47,34.9,43.01
"36396","Gm8122",0,0,0,0,0,0,0,0,0,0
"36397","Gm8125",0,0,0,0,0,0,0,0,0,0
"36398","Gm8126",0,0,0,0,0,0,0,0,0,0
"36399","Gm8127",0,0,0,0,0,0,0,0,0,0
"36400","Gm8128",0,0,0,0,0,0,0,0,0,0
"36401","Gm8129",4.61,4.45,8.41,7.65,9.67,3.04,3.07,6.53,6.46,15.85
"36402","Gm8130",0.92,2.22,0,1.53,4.03,1.01,3.07,0,0,4.53
"36403","Gm8131",0,0,0,0,0,0,0,0,0,0
"36404","Gm8132",0,0,0,0,0.81,0,0,0,0,0
"36405","Gm8134",0,1.11,0,0,0,0,0.77,0,0,0
"36406","Gm8137",0,0,0,0,0,0,0,0,0,0
"36407","Gm8138",0,0,0,0,0,0,0,0,0,0
"36408","Gm8139",0,0,0,0,0,0,0,0,0,0
"36409","Gm8141",1.84,1.11,3.6,1.53,0,1.01,3.83,4.35,1.29,4.53
"36410","Gm8143",0,0,0,0,0,0,0,0,0,0
"36411","Gm8145",0,0,0,0,0,0,0,0,0,0
"36412","Gm8146",0,0,2.4,1.53,0.81,0,0,0,0,2.26
"36413","Gm815",0,0,0,0,0,0,0,0,0,0
"36414","Gm8151",0,0,0,0,0,0,0,0,0,0
"36415","Gm8152",4.61,2.22,2.4,1.53,0,2.02,0,0,0,5.66
"36416","Gm8153",0.92,2.22,0,0,0.81,0,0,0,0,0
"36417","Gm8155",0,0,0,0,0,0,0,0,0,0
"36418","Gm8157",0.92,3.33,0,0.77,0,0,0,0,1.29,0
"36419","Gm8158",0,0,0,0,0,0,0,0,0,0
"36420","Gm8159",0,0,0,0,0,0,0,0,0,0
"36421","Gm816",2.76,1.11,0,0,0.81,0,0,0,0,0
"36422","Gm8161",0,0,0,0,0,0,0,0,0,0
"36423","Gm8162",0,0,0,0.77,0.81,0,0.77,1.09,1.29,0
"36424","Gm8163",0,1.11,2.4,0,0,0,0,0,0,1.13
"36425","Gm8164",0,0,0,0,0,0,0,0,0,0
"36426","Gm8165",0,0,0,0,0,0,0,0,0,0
"36427","Gm8167",0,0,0,0,0,0,0,0,0,0
"36428","Gm8168",0,0,0,0,0.81,0,0,0,1.29,0
"36429","Gm8170",0,8.89,12.01,3.83,1.61,3.04,9.97,6.53,7.75,4.53
"36430","Gm8171",0,2.22,0,0,0,0,0,0,0,1.13
"36431","Gm8172",0,0,0,0.77,0,0,0,0,0,0
"36432","Gm8173",0,1.11,0,0,0.81,0,0,0,0,0
"36433","Gm8174",2.76,3.33,2.4,0.77,0.81,2.02,0.77,1.09,2.58,0
"36434","Gm8176",0,0,0,0,0,0,0.77,0,0,0
"36435","Gm8177",1.84,0,0,0,3.22,0,0,0,2.58,0
"36436","Gm8178",0,0,0,0,0,0,0,0,0,0
"36437","Gm8180",0,0,0,0,0,0,0,0,0,0
"36438","Gm8181",3.69,2.22,14.41,6.89,3.22,13.15,2.3,2.18,1.29,1.13
"36439","Gm8182",0.92,0,0,0,0,0,0.77,0,0,0
"36440","Gm8183",0,0,0,0,0,0,0,0,0,0
"36441","Gm8184",0,0,0,0,0,0,0,0,0,0
"36442","Gm8185",1.84,2.22,1.2,0,0.81,1.01,0.77,0,0,1.13
"36443","Gm8186",14.74,33.34,25.22,29.07,29.82,15.18,36.81,32.64,15.51,24.9
"36444","Gm8188",0,1.11,1.2,5.36,9.67,0,8.43,1.09,6.46,2.26
"36445","Gm8189",0,0,1.2,3.06,0,2.02,1.53,0,1.29,2.26
"36446","Gm8190",0,0,0,0,0,0,0,0,0,0
"36447","Gm8192",0,0,0,0,0,0,0,0,0,0
"36448","Gm8194",0,0,0,0,0,0,0,0,0,0
"36449","Gm8197",0,0,0,0,0,0,0,0,0,0
"36450","Gm8199",0,1.11,0,0,0,0,0,0,0,0
"36451","Gm8200",0.92,0,0,0,0,0,0,0,0,0
"36452","Gm8202",0,0,0,0,0,0,0,0,0,0
"36453","Gm8203",2.76,10,16.81,8.42,19.34,6.07,13.04,11.97,21.97,13.58
"36454","Gm8204",0,0,0,0,0,0,0,0,0,0
"36455","Gm8206",1.84,10,0,3.83,10.48,12.14,5.37,6.53,5.17,3.4
"36456","Gm8207",0,0,0,0,0,0,0,0,0,0
"36457","Gm8209",0,0,2.4,1.53,0,0,0.77,1.09,2.58,1.13
"36458","Gm8210",0,1.11,1.2,0,0.81,1.01,0,2.18,0,1.13
"36459","Gm8212",0,0,0,0,0,0,0,0,0,0
"36460","Gm8213",0,2.22,1.2,3.06,3.22,4.05,1.53,6.53,0,4.53
"36461","Gm8214",0,0,0,0,0,0,0,0,0,0
"36462","Gm8215",0,0,0,0,0,0,0,0,0,0
"36463","Gm8216",0,0,0,0,0,0,0,0,0,0
"36464","Gm8217",0,0,1.2,0,0,0,0.77,1.09,0,0
"36465","Gm8219",0,0,0,0.77,0,0,0,0,0,0
"36466","Gm8220",0,0,0,0,0,0,0,0,0,0
"36467","Gm8221",0,1.11,0,0,1.61,0,0.77,1.09,0,0
"36468","Gm8222",0,1.11,0,0,0,0,0,0,0,0
"36469","Gm8224",0,0,0,0,0,0,0,0,0,0
"36470","Gm8225",0.92,1.11,0,0.77,0,1.01,0.77,2.18,3.88,0
"36471","Gm8226",0,0,1.2,0,1.61,2.02,1.53,0,1.29,2.26
"36472","Gm8227",0,0,0,0,0,0,0,0,1.29,0
"36473","Gm8228",7.37,2.22,2.4,4.59,2.42,2.02,2.3,1.09,10.34,4.53
"36474","Gm8229",0,0,0,0,0,0,0,0,0,0
"36475","Gm8231",0,1.11,0,0,2.42,5.06,3.83,0,0,3.4
"36476","Gm8232",0,0,0,0,0,0,0,0,0,0
"36477","Gm8233",0,0,0,0,0,0,0,0,0,0
"36478","Gm8234",4.61,3.33,0,4.59,4.84,6.07,3.83,6.53,0,4.53
"36479","Gm8237",1.84,0,3.6,3.83,7.25,6.07,10.74,6.53,3.88,4.53
"36480","Gm8238",0,0,0,0,0,0,0,0,0,1.13
"36481","Gm8241",0,0,0,0,0,1.01,0,0,1.29,0
"36482","Gm8242",2.76,7.78,2.4,7.65,8.87,6.07,9.2,3.26,3.88,5.66
"36483","Gm8244",0,0,0,0,0,0,0,0,0,0
"36484","Gm8245",0,0,0,0,0,0,0,0,0,0
"36485","Gm8246",0,0,0,0,0,0,0,0,0,0
"36486","Gm8247",0,0,1.2,2.3,0.81,0,0,0,0,0
"36487","Gm8249",0,0,0,0,0,0,0,0,0,0
"36488","Gm8250",0,0,1.2,0.77,0,0,0,0,0,0
"36489","Gm8251",0,0,0,0.77,0,3.04,0.77,0,0,0
"36490","Gm8253",0.92,1.11,3.6,3.83,1.61,0,2.3,0,1.29,6.79
"36491","Gm8254",3.69,1.11,2.4,3.06,0,1.01,0.77,1.09,0,0
"36492","Gm8255",0,0,0,0,0,0,0,0,0,0
"36493","Gm8256",0,0,0,0,0,0,0,0,0,0
"36494","Gm8257",0,0,0,0,0,0,0,0,0,0
"36495","Gm8258",0.92,3.33,0,2.3,1.61,2.02,2.3,1.09,0,0
"36496","Gm826",0,0,0,1.53,1.61,3.04,1.53,2.18,3.88,0
"36497","Gm8260",0,0,0,0,0.81,0,0,0,0,0
"36498","Gm8261",0.92,0,3.6,0,0,0,0,1.09,2.58,0
"36499","Gm8264",0,0,0,0,0,0,0,0,0,0
"36500","Gm8265",0,0,0,0,0,0,0,0,0,0
"36501","Gm8266",0,2.22,1.2,0,1.61,0,0,1.09,0,1.13
"36502","Gm8267",0,0,0,0,0,0,0,0,0,0
"36503","Gm8268",2.76,5.56,2.4,0.77,2.42,4.05,3.83,3.26,6.46,5.66
"36504","Gm8271",0,0,0,0,0,0,0,0,0,0
"36505","Gm8274",0,0,0,0,0,0,0,0,0,1.13
"36506","Gm8275",0,0,0,0,0,0,0,0,0,0
"36507","Gm8276",0.92,5.56,8.41,3.06,4.84,6.07,3.07,2.18,1.29,2.26
"36508","Gm8277",0,0,0,0,0.81,0,0,0,0,0
"36509","Gm8278",0,0,0,0,0,0,0,1.09,0,0
"36510","Gm8279",0,0,0,0,0,0,0,0,0,0
"36511","Gm8281",29.49,25.56,21.62,38.26,18.54,32.38,31.44,20.67,16.8,26.03
"36512","Gm8282",0,0,0,0,0,0,0,0,0,0
"36513","Gm8285",0,0,0,0,0,0,0,0,0,0
"36514","Gm8288",0.92,1.11,0,0,0.81,0,0,0,1.29,0
"36515","Gm8289",0,0,0,0,0,0,0,0,0,0
"36516","Gm829",0,0,0,0.77,0,0,0,0,0,0
"36517","Gm8290",0.92,0,1.2,0.77,0.81,3.04,0,0,0,2.26
"36518","Gm8291",0,0,1.2,0,0.81,1.01,0,1.09,0,0
"36519","Gm8292",9.21,6.67,21.62,19.13,23.37,10.12,17.64,7.62,21.97,14.71
"36520","Gm8296",0.92,0,1.2,0,0,0,0,0,0,0
"36521","Gm8297",0,0,0,0,0,0,0,0,0,0
"36522","Gm830",3.69,1.11,4.8,2.3,0.81,1.01,3.83,0,1.29,0
"36523","Gm8300",0,0,0,0,0,0,0,0,0,0
"36524","Gm8302",0,0,0,0,0.81,0,0,0,2.58,0
"36525","Gm8303",0,0,0,0,0,0,0,0,0,0
"36526","Gm8304",0,0,0,0,0.81,0,0,0,0,1.13
"36527","Gm8305",0,0,0,0,0,0,0,0,0,0
"36528","Gm8307",0,0,0,0,0,0,0,0,0,0
"36529","Gm8309",0.92,0,0,0,0,0,0,0,1.29,0
"36530","Gm831",0,0,0,0,0,1.01,0,0,2.58,0
"36531","Gm8310",0,0,0,0,0,0,0,0,0,0
"36532","Gm8312",0,0,0,0,0,0,0,0,0,0
"36533","Gm8314",0,0,1.2,0,0,0,0,0,0,0
"36534","Gm8317",0,3.33,0,1.53,0,0,0,2.18,1.29,2.26
"36535","Gm8318",1.84,2.22,8.41,6.12,3.22,4.05,6.13,2.18,9.05,5.66
"36536","Gm8319",1.84,1.11,7.21,6.12,1.61,0,1.53,1.09,5.17,2.26
"36537","Gm8320",0,0,0,0,0,0,0,0,0,0
"36538","Gm8321",0,0,0,0,0,0,0,0,0,0
"36539","Gm8323",0,0,0,0,0,0,0,0,0,0
"36540","Gm8324",0,0,1.2,0,0,0,0,0,0,0
"36541","Gm8325",65.42,115.59,117.7,91.81,112.83,102.2,118.09,162.13,100.81,123.37
"36542","Gm8326",13.82,20.01,13.21,4.59,12.89,14.17,9.2,27.2,32.31,24.9
"36543","Gm8328",0,0,3.6,0.77,0,0,0,0,0,0
"36544","Gm833",0,1.11,0,0,0.81,0,0,0,1.29,2.26
"36545","Gm8330",0.92,4.45,6.01,2.3,4.03,3.04,1.53,3.26,3.88,5.66
"36546","Gm8331",0,0,0,0,0,0,0,0,0,0
"36547","Gm8332",0,0,0,0,0,0,0,0,0,0
"36548","Gm8334",0,0,0,0,0,0,0,0,0,0
"36549","Gm8337",5.53,4.45,13.21,5.36,6.45,12.14,6.9,8.7,7.75,15.85
"36550","Gm8338",0,0,0,0,0,0,0,0,0,0
"36551","Gm8340",0,0,0,0,0,0,0,0,0,0
"36552","Gm8341",0,0,0,0.77,0.81,0,0.77,0,0,0
"36553","Gm8342",0,0,0,0,0,0,0,0,0,0
"36554","Gm8343",0.92,1.11,2.4,1.53,1.61,0,1.53,1.09,0,0
"36555","Gm8344",0,0,0,0,0,0,0,0,0,0
"36556","Gm8345",0.92,1.11,0,0.77,0,0,0,1.09,0,0
"36557","Gm8346",0,0,0,0,0,0,0,0,0,0
"36558","Gm8349",7.37,2.22,1.2,1.53,3.22,4.05,2.3,9.79,2.58,3.4
"36559","Gm8352",0,0,0,0,0,0,0,0,0,0
"36560","Gm8353",0,0,0,0,0,0,0,0,0,0
"36561","Gm8354",0,0,0,0,0,0,0,0,0,0
"36562","Gm8355",29.49,14.45,20.42,10.71,17.73,16.19,13.04,14.15,24.56,22.64
"36563","Gm8356",0,0,0,0,0,0,0,0,0,0
"36564","Gm8357",0.92,0,1.2,0,0,0,1.53,5.44,0,0
"36565","Gm8358",0,0,0,0,0,0,0.77,0,0,0
"36566","Gm8362",0,0,0,0.77,0,0,0,0,0,0
"36567","Gm8363",0,0,0,0,0,0,0,2.18,0,0
"36568","Gm8365",0,0,0,0,0,0,0,0,0,1.13
"36569","Gm8366",0,0,0,0,0,0,0,0,0,0
"36570","Gm8367",0,0,0,0,0,0,0,0,0,0
"36571","Gm8369",0.92,0,6.01,5.36,0.81,0,0,0,0,0
"36572","Gm8371",3.69,5.56,3.6,4.59,2.42,1.01,4.6,5.44,1.29,5.66
"36573","Gm8373",0,0,0,0.77,1.61,1.01,0,0,1.29,0
"36574","Gm8374",0,0,0,0,0,0,0,0,0,0
"36575","Gm8375",0,0,0,0,0,0,0,0,0,0
"36576","Gm8376",0,0,0,0,0,0,0,0,0,0
"36577","Gm8378",0,0,0,0,0.81,0,1.53,0,0,0
"36578","Gm8379",0,0,0,0,0,0,0,0,1.29,0
"36579","Gm8383",0,0,0,0,0,0,0,0,0,0
"36580","Gm8384",0,0,0,0,0,0,0,0,0,0
"36581","Gm8385",0,0,0,0,0,0,0,0,0,0
"36582","Gm8387",0,0,0,0,0,0,0,0,0,0
"36583","Gm8388",2.76,1.11,0,0,1.61,0,0,0,1.29,0
"36584","Gm839",0,0,0,0,0,0,0,2.18,0,0
"36585","Gm8390",0,1.11,1.2,0,0,0,0,0,0,0
"36586","Gm8391",0,0,0,0,0,0,0,0,0,0
"36587","Gm8392",0,0,0,0,0.81,0,0,1.09,0,2.26
"36588","Gm8396",0,0,1.2,0,0,0,0,0,2.58,0
"36589","Gm8398",0,0,0,0,0,0,0,0,0,0
"36590","Gm8399",17.51,20.01,18.02,15.3,20.15,11.13,22.24,25.03,16.8,22.64
"36591","Gm8401",0,1.11,0,0,0,0,0,0,0,0
"36592","Gm8402",0,0,0,0,0,0,0,0,0,0
"36593","Gm8403",0,0,0,0,0,0,0,0,0,0
"36594","Gm8407",0,1.11,4.8,3.83,4.03,0,1.53,3.26,1.29,1.13
"36595","Gm8408",0,0,0,0,0,0,0,0,0,0
"36596","Gm8410",0,0,0,0.77,0,0,0,0,0,0
"36597","Gm8412",0,0,1.2,0.77,1.61,0,0,0,0,1.13
"36598","Gm8416",0,0,0,0,0,0,0,0,0,0
"36599","Gm8417",0,0,0,0,0,0,0,0,0,0
"36600","Gm8419",0,0,0,0,0,0,0,0,0,0
"36601","Gm8420",0,0,0,0.77,0,0,0,0,0,0
"36602","Gm8421",0,0,0,0,0,0,0,0,0,0
"36603","Gm8423",0,0,1.2,0,0,0,0,0,1.29,1.13
"36604","Gm8424",0,1.11,1.2,0.77,2.42,3.04,1.53,2.18,1.29,0
"36605","Gm8425",0.92,1.11,0,0,0.81,0,1.53,0,0,1.13
"36606","Gm8428",0,0,0,0,0,1.01,0,0,0,0
"36607","Gm8430",29.49,54.46,58.85,42.85,78.17,53.63,83.58,81.61,73.67,106.39
"36608","Gm8435",0,0,0,0,0,0,0,0,0,0
"36609","Gm8436",0,0,0,0,0,0,0,0,0,0
"36610","Gm8437",4.61,2.22,10.81,9.95,8.06,8.1,7.67,13.06,11.63,6.79
"36611","Gm8438",0.92,0,0,0,0,0,0,0,0,0
"36612","Gm8439",0,0,0,0,0,0,0,0,0,0
"36613","Gm8444",0,1.11,1.2,1.53,3.22,1.01,0,1.09,0,0
"36614","Gm8446",0,0,0,0,0,0,0,0,0,0
"36615","Gm8447",0,0,0,0,0,0,0,0,0,0
"36616","Gm8449",0,0,0,0,0,0,0,0,0,0
"36617","Gm8451",2.76,16.67,16.81,7.65,14.51,5.06,6.13,10.88,11.63,20.37
"36618","Gm8454",0,0,0,0,0,0,0,0,0,0
"36619","Gm8456",0,0,0,0,0,0,0,0,0,0
"36620","Gm8458",0,0,0,0,0,0,0.77,0,0,0
"36621","Gm8459",0.92,0,0,0,0.81,0,0,1.09,2.58,1.13
"36622","Gm8463",0,0,0,0,0,0,0.77,0,0,0
"36623","Gm8468",0,0,0,0,0,0,0,0,0,0
"36624","Gm8472",0,0,0,0,0,0,0,0,0,0
"36625","Gm8473",0,0,0,0,0,0,0,0,0,0
"36626","Gm8475",0,0,0,0,0,0,0,0,0,0
"36627","Gm8479",0,0,0,0,0,0,0,0,0,0
"36628","Gm8480",0,0,0,0,0,0,0,0,0,0
"36629","Gm8482",0,0,0,0,0,0,0,0,0,1.13
"36630","Gm8483",12.9,6.67,16.81,5.36,5.64,6.07,3.07,10.88,11.63,10.19
"36631","Gm8484",0,0,3.6,0,0,0,0,0,0,0
"36632","Gm8486",0,0,0,0,0,0,0,0,0,0
"36633","Gm8488",0,0,0,2.3,0,0,0,0,0,0
"36634","Gm8489",0,0,0,0,0,0,0,0,0,0
"36635","Gm8492",4.61,3.33,4.8,4.59,8.87,7.08,6.9,3.26,6.46,4.53
"36636","Gm8493",3.69,0,0,0,1.61,0,0,0,0,0
"36637","Gm8494",0,4.45,1.2,3.06,4.84,2.02,3.83,2.18,0,6.79
"36638","Gm8495",3.69,0,0,0,3.22,1.01,0,0,0,0
"36639","Gm8497",0,0,0,0,0,0,0,0,0,0
"36640","Gm8498",0,0,0,0,0,0,0,0,0,0
"36641","Gm8501",0,0,0,0,0,0,0,0,0,0
"36642","Gm8502",0,0,0,0,0,0,0,0,0,0
"36643","Gm8503",0,1.11,0,0,0.81,0,0,0,0,0
"36644","Gm8504",0,0,0,0,0,0,0,0,0,0
"36645","Gm8506",0,0,0,0,0,0,0,0,0,0
"36646","Gm8508",6.45,2.22,3.6,2.3,3.22,2.02,5.37,4.35,0,2.26
"36647","Gm8510",0,0,0,0,0,0,0,0,0,0
"36648","Gm8512",0,0,0,0,0,1.01,0.77,0,0,0
"36649","Gm8513",0,0,1.2,2.3,0,0,0.77,2.18,0,0
"36650","Gm8514",0,0,1.2,0.77,0,2.02,0.77,1.09,1.29,1.13
"36651","Gm8515",11.06,4.45,6.01,1.53,4.03,4.05,3.07,9.79,5.17,0
"36652","Gm8517",0,0,0,0,0,0,0,0,0,0
"36653","Gm8518",12.9,17.78,18.02,24.48,29.01,18.21,16.87,15.23,15.51,16.98
"36654","Gm8520",2.76,2.22,2.4,0.77,2.42,3.04,3.83,6.53,3.88,3.4
"36655","Gm8521",0,0,0,0,0,0,0,0,0,0
"36656","Gm8522",0,0,1.2,0,4.84,0,0.77,0,0,0
"36657","Gm8523",0,0,0,0,0,0,0,0,0,0
"36658","Gm8524",3.69,2.22,3.6,1.53,5.64,4.05,0.77,3.26,3.88,3.4
"36659","Gm8525",0,0,0,0,0,0,0,0,0,0
"36660","Gm8526",0,0,0,0.77,0,0,0,2.18,1.29,0
"36661","Gm8529",0.92,0,1.2,0.77,0.81,1.01,3.07,2.18,0,0
"36662","Gm8531",0,0,0,0,0,0,0,0,0,0
"36663","Gm8532",0,0,0,0,0,0,0,0,0,0
"36664","Gm8534",0,0,0,0,0,0,0,0,0,0
"36665","Gm8538",0,0,0,0,0,0,0,0,0,0
"36666","Gm8539",0.92,4.45,2.4,0.77,6.45,0,4.6,8.7,3.88,3.4
"36667","Gm8540",0,0,0,0.77,0,0,1.53,1.09,0,2.26
"36668","Gm8543",0.92,0,3.6,3.06,2.42,0,2.3,1.09,3.88,5.66
"36669","Gm8545",1.84,0,1.2,2.3,1.61,3.04,0.77,1.09,0,0
"36670","Gm8546",4.61,10,9.61,18.36,14.51,21.25,9.97,13.06,15.51,5.66
"36671","Gm8550",0,0,0,0,0,0,0.77,0,0,0
"36672","Gm8556",0.92,0,0,0,0,0,0,0,0,0
"36673","Gm8557",6.45,5.56,6.01,4.59,6.45,2.02,3.07,7.62,3.88,10.19
"36674","Gm8565",3.69,1.11,2.4,1.53,2.42,1.01,1.53,7.62,5.17,4.53
"36675","Gm8566",13.82,6.67,6.01,5.36,15.31,9.11,13.8,8.7,5.17,10.19
"36676","Gm8569",0,0,0,0,0,0,0,0,0,0
"36677","Gm8572",0,0,0,0,0,0,0,0,0,0
"36678","Gm8574",0,0,0,0,0,0,0,0,0,0
"36679","Gm8575",0,0,0,0,0,0,0,0,0,1.13
"36680","Gm8577",0,0,0,0,0,0,0,0,0,0
"36681","Gm8579",0,0,0,0,0,0,0,0,0,0
"36682","Gm8580",0,0,0,0,0,0,0.77,0,0,0
"36683","Gm8581",0,0,0,0,0,0,0,0,0,0
"36684","Gm8582",0,0,0,0,2.42,0,0,0,0,1.13
"36685","Gm8584",0,0,0,0,0,0,0,0,0,0
"36686","Gm8586",0,0,1.2,0,0.81,1.01,0.77,1.09,0,3.4
"36687","Gm8587",0,0,1.2,0,0,0,0.77,0,0,0
"36688","Gm8588",0,0,0,0,0,0,0,0,0,0
"36689","Gm8594",0,1.11,2.4,0.77,0.81,0,0.77,1.09,0,0
"36690","Gm8595",0,0,0,0,0,0,0,0,0,0
"36691","Gm8596",0,0,0,0,0,0,0,0,0,0
"36692","Gm8597",0,0,0,0,0,0,0,0,0,0
"36693","Gm8598",0,0,0,0,0,0,0,0,0,0
"36694","Gm8599",0,0,0,0,0,0,0,0,0,0
"36695","Gm8600",0,0,0,0,0,0,0,0,0,0
"36696","Gm8601",0,0,0,1.53,0,0,0,0,0,0
"36697","Gm8602",0,0,0,0,0.81,0,0,2.18,1.29,0
"36698","Gm8603",0,0,0,0,0,0,0,0,0,0
"36699","Gm8604",0,0,0,0,0,0,0,0,0,0
"36700","Gm8605",0,0,0,0,0,0,0,0,0,0
"36701","Gm8606",0,1.11,1.2,0,0,1.01,0,1.09,0,1.13
"36702","Gm8607",0,0,0,0,0,0,0,0,0,0
"36703","Gm8609",0,0,0,0,0,0,0,0,0,0
"36704","Gm8613",0,0,0,0,0,0,0,0,0,0
"36705","Gm8614",0,0,0,2.3,0,0,0,0,0,0
"36706","Gm8615",0,1.11,3.6,1.53,0.81,2.02,0,0,2.58,0
"36707","Gm8616",0,0,0,0,0.81,0,0,2.18,0,1.13
"36708","Gm8617",0,0,0,0,0,0,0,0,0,0
"36709","Gm8618",1.84,1.11,2.4,1.53,0,1.01,0.77,2.18,1.29,2.26
"36710","Gm8623",0.92,0,2.4,2.3,0.81,3.04,0,0,0,1.13
"36711","Gm8624",1.84,1.11,3.6,1.53,0,5.06,1.53,4.35,1.29,4.53
"36712","Gm8625",0.92,1.11,0,0,0,0,0,0,0,0
"36713","Gm8629",0,0,0,0,0,0,0,0,0,0
"36714","Gm8633",0,0,0,0,0,0,0,0,0,0
"36715","Gm8634",0,0,0,0,0,0,0,0,0,0
"36716","Gm8637",0,0,0,0,0,0,0,0,0,0
"36717","Gm8641",0.92,1.11,0,0,0,0,0.77,0,0,0
"36718","Gm8642",0,0,0,0,0,0,0,0,0,0
"36719","Gm8643",0,1.11,0,0,1.61,4.05,1.53,0,0,2.26
"36720","Gm8644",0,0,0,0,0,0,0,0,0,0
"36721","Gm8648",1.84,1.11,0,0,0,0,0.77,0,1.29,0
"36722","Gm8649",0,0,0,0,0,0,0.77,0,0,1.13
"36723","Gm8652",0.92,1.11,1.2,1.53,0,1.01,0.77,0,0,0
"36724","Gm8655",0,0,0,0,0,0,1.53,0,1.29,0
"36725","Gm8659",0.92,0,0,0,0,2.02,0,1.09,1.29,0
"36726","Gm8661",0,0,0,0,0,0,0.77,0,0,1.13
"36727","Gm8662",0,1.11,0,0,0.81,0,0,0,1.29,2.26
"36728","Gm8663",0.92,0,2.4,1.53,0.81,0,3.07,0,0,0
"36729","Gm8664",0,0,0,0,0,0,0,0,0,0
"36730","Gm8666",1.84,2.22,0,0,0.81,0,0,2.18,0,0
"36731","Gm8667",0.92,0,0,0,0,0,0,0,0,0
"36732","Gm8668",0,0,0,0,0,0,0,0,0,0
"36733","Gm8669",0,0,0,0,0,0,0,0,0,0
"36734","Gm867",16.59,16.67,1.2,10.71,49.16,7.08,12.27,30.47,16.8,33.96
"36735","Gm8670",0,0,0,0,0,1.01,0,0,0,0
"36736","Gm8672",0,0,0,0,0,0,0,0,0,0
"36737","Gm8674",0,0,0,0,0,0,0,0,0,0
"36738","Gm8675",0,0,0,0,0,0,0,0,0,0
"36739","Gm8676",0,0,0,0,0,0,0,0,0,0
"36740","Gm8679",0,0,0,0,0,0,0,0,0,0
