"","gene","STR-M-DSVA1","STR-M-DSVA2","STR-M-DSVA3","STR-M-DSVA4","STR-M-XDP1","STR-M-XDP2","STR-M-XDP3","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"37363","Gm9794",124.75,184.56,161.03,175.07,163.89,142.69,205.91,165.4,0.01,0.08,0.69014,0.92768
"37364","Gm9795",0.79,5.82,2.09,0.79,1.12,0,2.34,1.9,-0.01,-1.01,0.51138,NA
"37365","Gm9796",27.81,11.64,20.91,15.84,33.68,22.67,25.74,22.6,0.04,0.53,0.23213,0.70645
"37366","Gm9797",2.38,0.83,4.18,0,3.37,1.33,1.17,1.9,0,0.13,0.92976,NA
"37367","Gm9800",42.91,39.07,31.37,11.09,31.43,28.01,42.12,32.3,0.01,0.12,0.79042,0.95421
"37368","Gm9801",22.25,33.25,4.18,8.71,7.86,16,8.19,14.3,-0.02,-0.7,0.34022,0.78487
"37369","Gm9803",16.69,16.63,31.37,22.18,19.08,24,25.74,22.2,0.01,0.09,0.83415,0.96759
"37370","Gm9805",3.97,4.99,4.18,0,0,0,4.68,2.5,-0.01,-1.06,0.52015,NA
"37371","Gm9806",0.79,0,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37372","Gm9812",9.54,4.16,11.5,5.55,4.49,6.67,5.85,6.8,-0.01,-0.43,0.55849,NA
"37373","Gm9816",19.86,19.12,15.68,20.6,15.72,22.67,21.06,19.2,0,0.06,0.87896,0.97823
"37374","Gm9817",0.79,0,3.14,3.96,2.25,0,0,1.4,-0.01,-1.35,0.49385,NA
"37375","Gm9818",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37376","Gm9821",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37377","Gm9823",0,0.83,0,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37378","Gm9824",3.18,10.81,14.64,9.51,12.35,13.34,17.55,11.6,0.03,0.61,0.31622,0.7706
"37379","Gm9826",0,2.49,0,0,0,0,0,0.4,0,-1.5,0.69139,NA
"37380","Gm9828",65.16,49.88,51.24,84.76,66.23,52.01,73.71,63.3,0,0.03,0.92763,0.98828
"37381","Gm9830",0,0.83,0,0.79,0,2.67,0,0.6,0,1.02,0.711,NA
"37382","Gm9833",49.27,63.18,74.24,73.67,71.84,66.68,71.37,67.2,0.01,0.11,0.66817,0.92126
"37383","Gm9836",0.79,0.83,0,0,1.12,0,1.17,0.6,0,0.86,0.72867,NA
"37384","Gm9837",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37385","Gm9839",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37386","Gm9843",119.19,148.81,139.07,140.22,151.55,157.36,203.57,151.4,0.07,0.32,0.08948,0.5115
"37387","Gm9844",44.5,34.92,23,49.91,49.39,41.34,52.65,42.2,0.03,0.32,0.34919,0.78833
"37388","Gm9845",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37389","Gm9847",0,0,0,0,0,4,0,0.6,0.01,3.06,0.40991,NA
"37390","Gm9848",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37391","Gm9850",0,0.83,1.05,1.58,0,0,1.17,0.7,-0.01,-1,0.67326,NA
"37392","Gm9856",22.25,33.25,24.05,22.18,26.94,30.67,17.55,25.3,0,-0.03,0.94693,0.99048
"37393","Gm9857",0,5.82,3.14,3.17,7.86,2.67,2.34,3.6,0.01,0.52,0.65266,NA
"37394","Gm9860",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37395","Gm9864",0.79,1.66,0,0,0,0,0,0.4,0,-1.48,0.69518,NA
"37396","Gm9866",1484.31,1367.56,1636.43,1662.8,1811.82,1885.69,1461.24,1615.7,0.04,0.16,0.222,0.69973
"37397","Gm9867",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37398","Gm9869",1.59,4.16,0,3.17,0,1.33,1.17,1.6,-0.01,-1.47,0.39011,NA
"37399","Gm9870",19.86,17.46,17.78,23.77,40.41,36.01,16.38,24.5,0.05,0.65,0.13198,0.58856
"37400","Gm9871",0.79,2.49,1.05,0,0,0,2.34,1,0,-0.45,0.83384,NA
"37401","Gm9873",1.59,1.66,1.05,0.79,2.25,4,3.51,2.1,0.02,1.34,0.26393,NA
"37402","Gm9874",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37403","Gm9877",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37404","Gm9884",7.95,12.47,3.14,4.75,5.61,14.67,5.85,7.8,0.01,0.27,0.71752,NA
"37405","Gm9885",72.31,73.99,73.19,78.43,76.33,74.68,57.33,72.3,-0.01,-0.1,0.65711,0.91739
"37406","Gm9887",16.69,13.3,17.78,27.73,19.08,37.34,32.76,23.5,0.05,0.65,0.14361,0.60935
"37407","Gm9888",3.18,0,0,0.79,1.12,6.67,0,1.7,0.01,1.34,0.48028,NA
"37408","Gm9889",8.74,6.65,3.14,3.17,1.12,6.67,9.36,5.5,0,0.06,0.94844,NA
"37409","Gm9890",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37410","Gm9891",1.59,4.16,3.14,0,1.12,2.67,1.17,2,-0.01,-0.43,0.76401,NA
"37411","Gm9892",49.27,34.09,47.05,39.61,25.82,28.01,44.46,38.3,-0.03,-0.37,0.27609,0.74419
"37412","Gm9894",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37413","Gm9895",0,6.65,3.14,2.38,1.12,1.33,5.85,2.9,0,-0.12,0.92439,NA
"37414","Gm9898",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37415","Gm9899",470.4,184.56,267.68,243.2,331.16,289.39,338.11,303.5,0.01,0.13,0.63756,0.91245
"37416","Gm9902",0,0,2.09,0,0,4,5.85,1.7,0.02,2.86,0.16608,NA
"37417","Gm9903",7.95,10.81,11.5,2.38,14.59,6.67,16.38,10,0.02,0.64,0.34749,NA
"37418","Gm9905",10.33,17.46,17.78,7.92,22.45,16,25.74,16.8,0.04,0.7,0.15999,0.63175
"37419","Gm9908",5.56,0.83,3.14,2.38,4.49,4,5.85,3.7,0.02,0.68,0.47964,NA
"37420","Gm9910",0,4.16,0,0.79,1.12,4,2.34,1.8,0.01,0.98,0.54741,NA
"37421","Gm9911",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37422","Gm9913",2.38,0.83,0,0,1.12,0,3.51,1.1,0.01,0.93,0.64765,NA
"37423","Gm9915",4.77,0.83,1.05,0,1.12,0,4.68,1.8,0,0.22,0.89468,NA
"37424","Gm9916",11.12,4.99,8.37,8.71,10.1,1.33,7.02,7.4,-0.01,-0.41,0.59037,NA
"37425","Gm9917",30.99,42.4,31.37,41.99,24.7,32.01,21.06,32.1,-0.05,-0.51,0.14864,0.61699
"37426","Gm9918",0,0,0,2.38,1.12,1.33,0,0.7,0,0.43,0.87399,NA
"37427","Gm9920",7.95,3.33,1.05,0.79,2.25,1.33,1.17,2.6,-0.01,-1.06,0.42399,NA
"37428","Gm9921",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37429","Gm9922",1.59,3.33,0,3.17,2.25,1.33,5.85,2.5,0.01,0.62,0.62091,NA
"37430","Gm9923",1.59,0.83,0,2.38,1.12,0,1.17,1,0,-0.65,0.7334,NA
"37431","Gm9924",7.95,0,0,0,0,0,1.17,1.3,-0.01,-2.21,0.42946,NA
"37432","Gm9925",7.15,9.14,5.23,5.55,8.98,9.34,7.02,7.5,0.01,0.31,0.63419,NA
"37433","Gm9926",0.79,0,0,0.79,1.12,1.33,1.17,0.7,0.01,1.51,0.46403,NA
"37434","Gm9929",1.59,3.33,4.18,0.79,0,5.33,5.85,3,0.01,0.6,0.62212,NA
"37435","Gm9930",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37436","Gm9931",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37437","Gm9932",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37438","Gm9934",10.33,12.47,16.73,14.26,23.57,8,10.53,13.7,0,0.08,0.88386,0.97974
"37439","Gm9936",37.35,30.76,12.55,37.23,25.82,28.01,12.87,26.4,-0.02,-0.42,0.38681,0.81054
"37440","Gm9937",0,0,1.05,0,1.12,0,0,0.3,0,0.73,0.84886,NA
"37441","Gm9939",19.07,15.8,6.27,30.1,24.7,28.01,43.29,23.9,0.06,0.83,0.10654,0.54604
"37442","Gm9944",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37443","Gm9945",27.02,24.94,24.05,6.34,21.33,6.67,14.04,17.8,-0.02,-0.54,0.37861,0.80646
"37444","Gm9946",0.79,0,3.14,1.58,1.12,0,0,0.9,-0.01,-1.65,0.44875,NA
"37445","Gm9947",7.15,4.99,8.37,3.17,11.23,9.34,5.85,7.2,0.02,0.59,0.4026,NA
"37446","Gm9949",9.54,0,9.41,1.58,0,4,0,3.5,-0.02,-1.99,0.23147,NA
"37447","Gm9951",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37448","Gm9954",196.27,89.78,89.93,103.78,129.1,105.35,99.44,116.2,-0.01,-0.11,0.72517,0.94013
"37449","Gm9955",0.79,0.83,4.18,0,1.12,1.33,4.68,1.8,0.01,0.78,0.60632,NA
"37450","Gm9958",14.3,11.64,9.41,5.55,7.86,24,17.55,12.9,0.03,0.68,0.25531,0.72861
"37451","Gm9959",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37452","Gm9961",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37453","Gm9962",54.83,44.06,33.46,57.04,51.64,76.01,72.54,55.7,0.06,0.48,0.10494,0.5436
"37454","Gm9964",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37455","Gm9967",18.28,13.3,9.41,24.56,8.98,16,24.57,16.4,0,0,0.99873,0.99974
"37456","Gm9968",5.56,2.49,6.27,2.38,3.37,0,4.68,3.5,-0.01,-0.6,0.58079,NA
"37457","Gm9970",0,0.83,0,0.79,1.12,1.33,2.34,0.9,0.01,1.9,0.32489,NA
"37458","Gm9972",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37459","Gm9973",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37460","Gm9974",0,2.49,0,0,2.25,0,2.34,1,0.01,1.29,0.58119,NA
"37461","Gm9978",0,1.66,0,0,0,0,0,0.2,0,-0.97,0.79871,NA
"37462","Gm9979",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37463","Gm9984",2.38,1.66,2.09,3.96,6.74,12,0,4.1,0.03,1.29,0.24607,NA
"37464","Gm9985",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37465","Gm9987",9.54,4.16,3.14,3.96,4.49,4,7.02,5.2,0,-0.02,0.98442,NA
"37466","Gm9988",3.18,2.49,1.05,3.96,4.49,1.33,2.34,2.7,0,0.02,0.98201,NA
"37467","Gm9989",70.72,119.71,78.42,70.5,72.97,54.68,85.4,78.9,-0.03,-0.25,0.38315,0.80718
"37468","Gm9991",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37469","Gm9993",4.77,6.65,4.18,2.38,8.98,5.33,4.68,5.3,0.01,0.5,0.53092,NA
"37470","Gm9996",34.96,48.22,39.73,32.48,86.44,66.68,78.39,55.3,0.64,1,0.00028,0.01493
"37471","Gm9999",0,1.66,0,0.79,0,0,0,0.4,0,-1.48,0.69543,NA
"37472","Gmcl1",967.82,889.54,786.32,903.1,1036.13,953.51,992.1,932.6,0.05,0.16,0.14424,0.6098
"37473","Gmds",282.88,239.43,275,303.41,251.45,302.72,292.48,278.2,0.01,0.03,0.82042,0.96349
"37474","Gmeb1",566.55,674.22,676.53,549.78,625.27,528.1,580.29,600.1,-0.02,-0.09,0.49986,0.86059
"37475","Gmeb2",474.38,497.14,485.18,470.56,473.72,434.75,460.95,471,-0.02,-0.08,0.48599,0.85415
"37476","Gmfb",9063.99,8294.3,8643.28,9088.78,8455.17,7998.84,8927.74,8638.9,-0.02,-0.05,0.54376,0.88039
"37477","Gmfg",61.18,58.19,52.28,57.83,48.27,50.68,69.03,56.8,0,-0.04,0.88974,0.98137
"37478","Gmfg-ps",0.79,0.83,0,0,1.12,0,0,0.4,0,0.01,0.99689,NA
"37479","Gmip",199.44,182.06,146.39,170.32,152.67,172.03,128.69,164.5,-0.04,-0.21,0.26356,0.73562
"37480","Gml",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37481","Gml2",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37482","Gmnc",9.54,27.43,2.09,7.13,7.86,25.34,3.51,11.8,0,0.06,0.94184,0.98967
"37483","Gmnn",125.55,104.75,106.66,111.7,52.76,78.68,56.16,90.9,-0.57,-0.85,0.00025,0.01352
"37484","Gmppa",600.72,555.34,486.22,565.62,488.32,502.76,489.03,526.9,-0.04,-0.16,0.17787,0.65519
"37485","Gmppb",368.69,413.18,443.35,428.57,417.59,488.09,500.73,437.2,0.05,0.18,0.17488,0.65144
"37486","Gmpr",1001.19,1214.59,1318.56,1277.8,1290.95,1229.56,1541.97,1267.8,0.04,0.17,0.22128,0.69948
"37487","Gmpr2",705.6,626.83,605.43,609.19,572.51,656.12,574.44,621.4,-0.02,-0.09,0.48021,0.85174
"37488","Gmps",2259.84,2286.19,3216.4,3212.33,3473.22,3251.28,3229.01,2989.8,0.07,0.27,0.08576,0.50499
"37489","Gna11",3753.69,3326.2,3604.33,3526.03,3750.5,3393.97,4052.64,3629.6,0.02,0.07,0.47876,0.85143
"37490","Gna12",3415.19,3494.13,2838.92,3459.49,2470.77,2252.42,2672.12,2943.3,-0.29,-0.42,0.00034,0.0177
"37491","Gna13",2444.98,2669.44,2292.05,2878.81,2538.12,2385.78,2624.15,2547.6,-0.01,-0.03,0.77842,0.95201
"37492","Gna14",17.48,17.46,35.55,23.77,17.96,14.67,28.08,22.1,-0.01,-0.2,0.65855,0.91812
"37493","Gna15",99.32,73.16,88.88,73.67,55.01,44.01,81.9,73.7,-0.06,-0.47,0.09576,0.52939
"37494","Gnai1",5551.86,4971.43,6309.41,5021.69,5498.33,4578.19,5248.31,5311.3,-0.02,-0.1,0.43789,0.83583
"37495","Gnai2",5371.49,5294.82,5967.48,6287.6,5051.55,5498.37,5605.14,5582.4,-0.02,-0.09,0.38509,0.80924
"37496","Gnai3",1673.43,1750.81,1454.49,1635.87,1386.37,1474.94,1488.15,1552,-0.06,-0.17,0.1051,0.54374
"37497","Gnal",15225.31,21542.58,21174.27,17364.78,24028.54,17011.2,26516.48,20409,0.05,0.26,0.15256,0.6221
"37498","Gnao1",23546.35,21230,22684.17,21061.13,22799.33,20955.94,23183.35,22208.6,0,0.01,0.89308,0.98257
"37499","Gnaq",5870.5,5865.12,7412.56,6961.76,7200.14,6475.88,6947.05,6676.1,0.02,0.07,0.5324,0.87567
"37500","Gnas",30189.99,26505.7,29287.41,35692.07,31593.52,37955.14,26824.17,31149.7,0.01,0.08,0.60094,0.90215
"37501","Gnasas1",2.38,3.33,4.18,9.51,2.25,5.33,7.02,4.9,0,-0.01,0.99427,NA
"37502","Gnat1",0.79,18.29,5.23,4.75,3.37,9.34,2.34,6.3,-0.01,-0.55,0.59244,NA
"37503","Gnat2",6.36,2.49,1.05,5.55,0,0,0,2.2,-0.05,-4.13,0.01593,NA
"37504","Gnat3",0,0,1.05,0,0,0,0,0.1,0,-0.23,0.95104,NA
"37505","Gnaz",2049.27,1855.56,2059.92,2271.21,2171.04,2105.73,2097.69,2087.2,0.01,0.05,0.65587,0.91722
"37506","Gnb1",22391.8,20076.92,22509.55,22775.43,23699.63,21500.04,24286.59,22462.9,0.02,0.08,0.39972,0.81828
"37507","Gnb1-ps2",0.79,0,1.05,0,0,1.33,0,0.5,0,-0.01,0.99799,NA
"37508","Gnb1-ps3",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37509","Gnb1l",93.76,91.45,90.97,110.11,103.28,120.02,129.86,105.6,0.05,0.28,0.16005,0.63175
"37510","Gnb2",9346.87,9701.77,9200.61,8723.58,8704.38,7662.77,9107.91,8921.1,-0.04,-0.12,0.20908,0.68656
"37511","Gnb3",1.59,5.82,3.14,3.96,0,4,0,2.6,-0.02,-1.52,0.28196,NA
"37512","Gnb4",3155.35,3075.97,3363.83,3265.4,2341.67,1781.67,2670.95,2807.8,-0.33,-0.5,0.00042,0.02063
"37513","Gnb5",3965.05,4993.04,5747.9,5038.32,5773.36,4762.23,6443.98,5246.3,0.04,0.2,0.20373,0.68097
"37514","Gne",735,764,910.75,979.15,868.87,965.51,958.17,883.1,0.03,0.14,0.32708,0.7782
"37515","Gng10",236.79,310.09,279.19,213.1,181.86,200.04,255.04,239.4,-0.05,-0.29,0.14252,0.60695
"37516","Gng11",312.28,220.31,299.05,288.36,136.95,210.71,164.96,233.2,-0.44,-0.72,0.00043,0.021
"37517","Gng12",5871.29,5594.1,4667.75,5547.7,4220.85,4372.82,4740.56,5002.2,-0.14,-0.29,0.01027,0.18298
"37518","Gng13",713.55,355.81,227.95,304.2,200.94,217.37,339.28,337,-0.08,-0.67,0.05505,0.42274
"37519","Gng2",7934.07,5777,6797.72,7422.02,7334.85,7696.11,5384.02,6906.5,-0.01,-0.04,0.81586,0.96306
"37520","Gng2-ps1",0,0,0,0,1.12,0,0,0.2,0,1.45,0.70428,NA
"37521","Gng3",6682.58,4446.02,6241.44,6629.04,5622.94,6069.14,6014.61,5958,0,-0.02,0.87662,0.97783
"37522","Gng4",3015.5,3301.26,3474.67,3458.7,2922.04,2795.19,2730.62,3099.7,-0.12,-0.23,0.0124,0.20437
"37523","Gng5",319.43,345.84,269.78,285.98,250.33,284.05,267.91,289,-0.04,-0.19,0.19855,0.67632
"37524","Gng5-ps",0.79,0.83,1.05,1.58,0,1.33,0,0.8,-0.01,-1.3,0.52422,NA
"37525","Gng7",30137.55,47147.93,30445.98,28529.1,32954.07,21914.79,48758.04,34269.6,0,0.02,0.93704,0.98902
"37526","Gng8",18.28,38.24,44.96,51.49,22.45,4,31.59,30.1,-0.06,-0.97,0.09096,0.5159
"37527","Gngt1",0,1.66,3.14,0,0,0,0,0.7,-0.01,-2.42,0.43222,NA
"37528","Gngt2",66.75,70.66,65.88,57.83,42.66,52.01,70.2,60.9,-0.03,-0.25,0.35766,0.79347
"37529","Gnl1",4593.58,4040.32,4108.33,3900.74,4355.56,4196.79,4504.23,4242.8,0.02,0.06,0.49444,0.85789
"37530","Gnl2",1005.17,976.83,920.17,818.33,903.67,893.5,930.09,921.1,-0.01,-0.03,0.77156,0.9508
"37531","Gnl3",516.49,517.93,386.89,460.26,435.56,489.43,417.67,460.6,-0.01,-0.07,0.61875,0.90865
"37532","Gnl3l",6067.56,6377.23,8236.53,8618.22,8850.32,8829.66,7674.75,7807.8,0.05,0.21,0.17234,0.64973
"37533","Gnmt",2.38,10.81,1.05,7.92,19.08,9.34,1.17,7.4,0.02,0.82,0.40801,NA
"37534","Gnpat",1515.3,1648.55,1597.74,1614.48,1759.06,1722.99,1598.13,1636.6,0.03,0.09,0.33388,0.78283
"37535","Gnpda1",395.71,377.43,537.46,591.77,511.89,546.77,483.18,492,0.02,0.11,0.54614,0.88133
"37536","Gnpda2",561.78,678.38,554.19,580.67,536.59,578.78,560.4,578.7,-0.02,-0.09,0.47181,0.84948
"37537","Gnpnat1",203.42,198.69,226.9,191.71,199.82,218.71,193.04,204.6,0,-0.01,0.95583,0.99166
"37538","Gnptab",2471.2,2374.31,2537.77,2785.34,2302.38,2341.77,2150.33,2423.3,-0.06,-0.17,0.08837,0.51008
"37539","Gnptg",1516.09,1711.73,1404.3,1423.56,1672.62,1612.3,1637.9,1568.4,0.03,0.12,0.28149,0.74777
"37540","Gnrh1",83.43,11.64,73.19,80.8,110.01,40.01,149.75,78.4,0.03,0.68,0.22467,0.7021
"37541","Gnrhr",0,0,0,0,0,0,1.17,0.2,0,1.45,0.70428,NA
"37542","Gns",2204.22,2187.26,2607.83,2830.49,2714.37,3012.57,2513.01,2581.4,0.04,0.16,0.22659,0.70316
"37543","Golga1",673.03,759.02,662.94,651.18,629.76,728.14,629.42,676.2,-0.01,-0.05,0.65888,0.91814
"37544","Golga2",2130.32,2124.91,2384.07,2419.34,2458.42,2497.8,2177.24,2313.2,0.02,0.07,0.50376,0.86181
"37545","Golga3",1421.54,1531.33,1767.14,1791.93,1775.9,1952.37,1712.78,1707.6,0.04,0.16,0.20492,0.68179
"37546","Golga4",1990.47,2278.71,1990.9,2194.36,2266.46,2371.11,2217.02,2187,0.03,0.11,0.24743,0.72362
"37547","Golga5",761.23,761.51,701.63,828.63,678.03,692.13,651.65,725,-0.06,-0.18,0.0967,0.53019
"37548","Golga7",2790.63,2964.57,2305.64,2791.67,2140.74,2067.06,2249.78,2472.9,-0.19,-0.33,0.00377,0.10248
"37549","Golga7b",3295.2,1904.61,1817.33,2035.13,1944.29,2065.72,1760.75,2117.6,-0.04,-0.23,0.25385,0.72793
"37550","Golgb1",1831.55,2069.21,2140.43,2257.74,2688.55,2697.84,2210,2270.8,0.12,0.29,0.01908,0.25995
"37551","Golim4",945.57,886.21,964.08,870.62,718.44,786.81,737.06,844.1,-0.17,-0.29,0.00405,0.10579
"37552","Golm1",1140.25,910.32,748.68,801.7,632.01,636.12,747.59,802.4,-0.15,-0.42,0.01219,0.20217
"37553","Golph3",2358.37,2420.87,2630.84,2843.96,2778.35,2996.56,2903.77,2704.7,0.06,0.17,0.09261,0.51916
"37554","Golph3l",608.66,714.12,740.32,709.01,665.68,602.78,664.52,672.2,-0.02,-0.1,0.3877,0.81131
"37555","Golt1a",1.59,0,0,0,0,0,0,0.2,0,-0.93,0.80793,NA
"37556","Golt1b",998.81,781.46,1061.33,1015.59,1010.31,1004.19,1182.8,1007.8,0.03,0.14,0.30581,0.76537
"37557","Gon4l",982.12,944.41,910.75,991.82,1067.56,1081.54,976.89,993.6,0.04,0.12,0.21561,0.69212
"37558","Gon7",134.29,120.54,132.8,111.7,154.91,110.69,126.35,127.3,0.01,0.07,0.72087,0.93919
"37559","Gopc",1815.66,1592.02,1828.83,1729.35,2010.52,1965.7,1823.92,1823.7,0.05,0.15,0.12531,0.57757
"37560","Gorab",285.26,295.96,296.96,295.49,318.81,313.39,331.09,305.3,0.03,0.13,0.28821,0.75373
"37561","Gorasp1",866.11,925.28,917.03,945.08,1048.48,1025.53,1017.84,963.6,0.07,0.17,0.05947,0.43592
"37562","Gorasp2",2253.48,2195.58,2917.34,2835.24,2620.07,2813.86,2951.74,2655.3,0.03,0.13,0.33401,0.78283
"37563","Gosr1",1503.38,1599.5,1750.41,1644.58,1541.28,1722.99,1537.29,1614.2,-0.01,-0.02,0.83455,0.96762
"37564","Gosr2",3102.11,3254.71,3169.34,3389.78,3098.28,2984.56,3309.73,3186.9,-0.01,-0.04,0.60868,0.90517
"37565","Got1",7828.39,6504.42,10375.91,9420.71,10097.49,10581.99,9518.56,9189.6,0.05,0.24,0.13917,0.60185
"37566","Got1l1",14.3,63.18,29.28,23.77,39.29,42.67,47.97,37.2,0.02,0.41,0.3944,0.8151
"37567","Got2",5030.61,4426.07,6687.93,6321.67,6407.61,6383.87,6422.92,5954.4,0.04,0.19,0.21647,0.69313
"37568","Got2-ps1",35.76,24.11,59.6,38.03,51.64,54.68,44.46,44,0.03,0.36,0.30822,0.76644
"37569","Gp1ba",0,0,3.14,0,1.12,1.33,0,0.8,0,0.12,0.96485,NA
"37570","Gp1bb",29.4,18.29,28.23,10.3,17.96,9.34,35.1,21.2,0,-0.04,0.94364,0.98968
"37571","Gp2",11.92,30.76,13.59,19.01,0,0,1.17,10.9,-0.55,-5.45,3e-05,NA
"37572","Gp5",19.07,16.63,23,27.73,29.19,13.34,18.72,21.1,0,-0.07,0.8739,0.97707
"37573","Gp6",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37574","Gp9",12.71,21.61,8.37,15.05,13.47,2.67,12.87,12.4,-0.02,-0.57,0.37642,0.8058
"37575","Gpa33",0.79,0,0,0.79,0,1.33,0,0.4,0,0.03,0.99117,NA
"37576","Gpaa1",729.44,635.98,702.67,733.57,826.21,876.16,830.65,762.1,0.13,0.27,0.01171,0.19722
"37577","Gpalpp1",1308.7,1551.29,1596.7,1487.73,1683.85,1465.61,1593.45,1526.8,0.02,0.09,0.4255,0.82971
"37578","Gpam",5449.36,5551.71,5292,5523.93,4195.03,3966.08,5293.94,5038.9,-0.12,-0.28,0.0192,0.26042
"37579","Gpank1",271.75,241.92,191.35,240.83,291.87,241.38,313.54,256.1,0.05,0.25,0.14722,0.6142
"37580","Gpat2",5.56,4.99,7.32,2.38,1.12,13.34,4.68,5.6,0.01,0.32,0.72535,NA
"37581","Gpat3",73.9,105.58,173.58,125.96,144.81,97.35,156.77,125.4,0.01,0.16,0.60294,0.90316
"37582","Gpat4",2468.02,2239.64,2948.71,2713.25,2807.54,2765.85,2832.4,2682.2,0.03,0.11,0.33953,0.78452
"37583","Gpatch1",453.72,453.08,504,442.04,445.66,496.09,430.53,460.7,0,-0.02,0.88269,0.97921
"37584","Gpatch11",838.3,793.93,786.32,734.36,811.62,816.15,718.34,785.6,0,-0.01,0.91499,0.98692
"37585","Gpatch2",534.77,570.3,580.33,590.97,566.9,697.46,552.21,584.7,0.02,0.09,0.49103,0.85744
"37586","Gpatch2l",1314.27,1311.03,1303.92,1277.8,1357.18,1309.58,1369.99,1320.5,0.01,0.05,0.5649,0.88891
"37587","Gpatch3",92.97,108.91,97.24,87.14,107.77,94.68,60.84,92.8,-0.02,-0.14,0.57945,0.89598
"37588","Gpatch4",479.14,396.55,411.98,479.27,441.17,484.09,388.42,440.1,0,-0.01,0.918,0.98704
"37589","Gpatch8",1312.68,1584.54,1267.32,1360.98,1558.12,1369.59,1312.66,1395.1,0.01,0.03,0.78907,0.95368
"37590","Gpbar1",0,0,0,0.79,0,0,0,0.1,0,-0.23,0.95104,NA
"37591","Gpbp1",2274.94,2165.65,2317.14,2262.49,2480.87,2215.08,2525.88,2320.3,0.03,0.09,0.2997,0.76138
"37592","Gpbp1l1",896.31,927.78,774.82,831.8,884.58,840.16,747.59,843.3,-0.01,-0.06,0.62673,0.91017
"37593","Gpc1",2223.29,1981.92,2081.87,1948.78,2019.5,2477.8,2136.29,2124.2,0.03,0.1,0.35872,0.79439
"37594","Gpc2",19.07,32.42,9.41,11.09,7.86,4,15.21,14.2,-0.04,-0.99,0.13732,0.59841
"37595","Gpc3",235.2,449.76,757.05,587.01,474.85,478.76,375.55,479.7,-0.02,-0.19,0.53103,0.87487
"37596","Gpc4",356.77,277.67,258.27,343.02,327.79,290.72,277.27,304.5,-0.01,-0.05,0.76427,0.95059
"37597","Gpc5",1628.93,1496.42,1573.69,1705.58,1242.68,1246.9,1326.7,1460.1,-0.24,-0.33,0.00051,0.02408
"37598","Gpc6",214.54,260.21,288.6,229.73,233.49,236.04,278.44,248.7,0,0.01,0.95554,0.99166
"37599","Gpcpd1",2956.7,2708.51,2330.74,2188.82,2556.08,2448.46,2081.31,2467.2,-0.02,-0.11,0.44029,0.83584
"37600","Gpd1",1460.47,1281.1,859.52,857.94,893.56,741.47,916.06,1001.4,-0.08,-0.39,0.06082,0.43998
"37601","Gpd1l",4278.92,3199.84,3656.61,3321.65,3413.73,3349.96,3594.03,3545,-0.01,-0.07,0.59768,0.90132
"37602","Gpd2",4017.49,2637.85,2755.27,2777.41,2581.9,2387.12,2494.29,2807.3,-0.08,-0.29,0.06964,0.46579
"37603","Gper1",108.86,90.62,111.88,91.89,72.97,78.68,51.48,86.6,-0.14,-0.58,0.01615,0.23772
"37604","Gpha2",0,0,1.05,0.79,1.12,0,0,0.4,0,-0.01,0.99847,NA
"37605","Gphb5",0,0,0,0,0,0,0,0,0,NA,NA,NA
"37606","Gphn",2188.33,2388.45,2830.55,2527.87,2995.01,2451.13,2625.32,2572.4,0.03,0.12,0.3604,0.79528
